rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,Num Cands,Num Seats
Skipped,22,Skipped,Skipped,6,22,13,1,11,8,4,2,20,9,17,Skipped,3,3,7,5,Skipped,15,,
10,Skipped,Skipped,Skipped,8,Skipped,5,3,Skipped,6,4,Skipped,4,2,11,Skipped,7,Skipped,1,9,Skipped,Skipped,,
Skipped,11,Skipped,Skipped,11,Skipped,Skipped,1,12,2,1,Skipped,5,10,Skipped,Skipped,9,Skipped,4,11,Skipped,Skipped,,
22,9,22,22,22,22,22,1,22,5,4,22,22,2,11,22,10,3,6,8,22,9,,
Skipped,11,Skipped,Skipped,5,Skipped,10,1,7,8,3,Skipped,4,9,Skipped,Skipped,22,6,2,Skipped,Skipped,Skipped,,
22,5,22,22,22,22,22,3,22,22,2,22,4,22,22,22,1,22,6,22,22,22,,
22,6,22,22,1,22,11,3,22,22,9,22,4,7,22,22,10,8,5,2,22,22,,
19,7,13,21,9,22,12,2,16,11,3,10,1,17,20,15,4,8,5,6,18,14,,
15,3,5,Skipped,13,Skipped,8,7,13,Skipped,2,Skipped,1,10,14,6,4,12,11,9,Skipped,Skipped,,
5,11,18,15,9,21,4,6,22,16,10,17,1,12,8,19,2,13,3,7,14,20,,
22,20,10,22,10,20,8,3,19,10,1,10,4,22,10,22,19,2,10,10,20,20,,
19,8,22,12,14,22,9,4,16,13,2,17,5,7,15,11,3,10,1,6,22,18,,
2,13,19,21,11,22,5,1,14,7,12,5,3,18,20,17,9,6,8,10,15,16,,
Skipped,Skipped,Skipped,Skipped,2,Skipped,22,5,Skipped,Skipped,Skipped,Skipped,22,Skipped,Skipped,Skipped,1,Skipped,1,Skipped,Skipped,Skipped,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,2,22,3,12,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,3,22,22,22,22,22,22,22,22,22,,
22,5,22,22,13,22,7,10,4,8,3,12,2,11,17,22,1,14,6,9,15,16,,
10,18,15,16,2,22,12,1,7,13,6,14,9,11,20,21,3,5,4,8,17,19,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
11,7,5,20,9,21,10,3,19,15,2,13,8,6,16,12,1,17,4,14,18,22,,
22,22,22,22,22,22,22,22,22,22,2,22,1,22,22,22,22,22,22,22,22,22,,
22,10,22,20,14,16,17,1,4,9,5,15,3,5,13,22,12,2,19,11,18,21,,
22,8,22,22,5,22,11,1,22,22,4,22,12,2,9,22,6,7,3,10,22,22,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,4,2,3,22,22,22,,
Skipped,9,13,18,11,Skipped,19,6,12,10,3,7,14,5,16,Skipped,1,4,2,8,15,17,,
22,22,22,4,9,22,3,22,22,22,22,22,5,22,22,2,7,8,1,6,22,22,,
9,13,18,20,14,17,21,3,7,15,6,12,2,19,10,22,1,4,5,11,8,16,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,2,Skipped,Skipped,3,Skipped,Skipped,Skipped,1,6,5,Skipped,4,Skipped,,
22,10,16,9,15,22,14,4,2,5,1,6,3,7,22,22,8,11,13,12,22,17,,
Skipped,10,Skipped,Skipped,9,Skipped,13,1,8,14,2,12,3,11,Skipped,Skipped,4,5,6,7,Skipped,Skipped,,
13,10,14,8,12,19,7,1,16,15,2,17,3,18,11,21,4,5,9,6,20,22,,
22,22,22,22,22,22,22,2,22,3,22,22,4,22,22,22,1,22,22,22,22,22,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,4,Skipped,Skipped,2,5,Skipped,Skipped,3,7,1,Skipped,Skipped,Skipped,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
20,19,9,15,5,22,1,4,21,6,11,16,2,10,18,13,3,8,14,12,9,17,,
5,4,22,22,22,22,3,8,7,6,22,22,1,22,22,22,2,22,22,22,22,22,,
Skipped,3,Skipped,Skipped,Skipped,Skipped,10,6,12,11,7,Skipped,5,4,Skipped,Skipped,2,9,1,8,Skipped,Skipped,,
22,6,19,22,19,22,19,6,6,10,1,19,1,19,19,22,6,1,10,6,19,19,,
14,10,Skipped,6,8,20,13,1,Skipped,11,7,15,3,5,19,9,2,16,12,4,17,Skipped,,
Skipped,Skipped,Skipped,10,Skipped,Skipped,22,2,Skipped,6,3,Skipped,1,1,9,Skipped,5,8,4,7,Skipped,Skipped,,
15,2,Skipped,18,9,Skipped,16,1,11,7,2,14,8,13,12,10,4,4,4,17,Skipped,Skipped,,
10,11,8,Skipped,2,Skipped,5,1,Skipped,Skipped,6,13,3,9,Skipped,Skipped,4,7,14,12,Skipped,Skipped,,
22,7,6,22,1,11,22,2,14,5,22,9,22,10,12,22,8,4,3,13,22,22,,
20,14,16,5,1,10,12,8,6,17,13,22,9,7,4,21,15,11,2,3,18,19,,
5,18,15,11,8,12,3,21,19,20,16,13,1,2,7,4,9,6,22,10,14,17,,
22,22,22,22,22,22,22,3,22,4,22,22,5,22,22,22,2,22,1,22,22,22,,
3,8,8,2,8,8,4,8,8,8,8,8,6,8,7,1,22,8,8,5,8,8,,
22,13,7,15,14,22,6,3,12,9,8,22,1,11,16,22,2,5,4,10,22,22,,
Skipped,7,22,22,22,22,5,22,22,22,6,22,4,22,22,22,1,22,3,2,22,22,,
12,7,22,22,8,22,15,1,2,5,3,14,6,11,22,22,9,4,10,22,22,13,,
16,11,16,16,13,16,12,6,5,8,1,14,4,9,16,16,2,15,3,7,16,10,,
14,12,20,10,6,16,15,1,21,2,7,9,3,13,17,19,5,4,8,11,18,22,,
