rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,Num Cands,Num Seats
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
20,26,1,21,9,13,23,28,19,14,27,Skipped,Skipped,16,4,2,15,11,17,18,5,3,8,22,25,12,6,Skipped,7,10,24,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,Skipped,4,6,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,2,Skipped,Skipped,Skipped,Skipped,1,Skipped,7,,
9,Skipped,2,Skipped,14,Skipped,Skipped,Skipped,15,3,12,Skipped,Skipped,13,4,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,16,1,8,10,6,17,7,Skipped,11,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
15,Skipped,1,Skipped,23,Skipped,Skipped,Skipped,20,24,26,Skipped,Skipped,21,5,13,4,31,12,Skipped,Skipped,17,10,11,Skipped,7,14,28,3,Skipped,18,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,1,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,,
5,Skipped,1,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
25,Skipped,16,3,Skipped,6,11,30,16,Skipped,21,5,16,19,4,29,1,4,Skipped,Skipped,Skipped,13,10,Skipped,12,Skipped,9,10,Skipped,Skipped,31,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
7,4,5,Skipped,15,Skipped,Skipped,12,Skipped,8,13,9,Skipped,3,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,10,6,11,Skipped,14,Skipped,Skipped,,
Skipped,Skipped,25,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,31,Skipped,Skipped,2,20,1,3,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,23,,
18,8,1,21,27,16,29,11,23,4,19,28,31,15,13,14,5,20,10,17,26,22,6,3,7,12,9,25,2,30,24,,
15,17,4,14,16,20,27,10,21,6,22,25,29,11,7,8,5,19,9,13,26,18,12,3,30,2,28,24,1,31,23,,
20,15,2,11,31,8,24,23,22,3,26,27,27,13,21,10,4,9,25,14,19,6,18,1,12,17,5,27,7,30,16,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,12,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,11,Skipped,Skipped,Skipped,4,6,10,7,5,Skipped,Skipped,Skipped,Skipped,Skipped,9,8,2,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,4,2,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,20,Skipped,25,,
Skipped,2,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,1,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,3,Skipped,Skipped,Skipped,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
30,15,1,25,17,16,24,20,31,6,18,3,4,23,11,2,8,29,19,22,27,14,29,9,10,5,21,12,13,26,7,,
Skipped,Skipped,Skipped,Skipped,5,Skipped,6,Skipped,Skipped,11,Skipped,8,12,9,4,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,3,Skipped,1,Skipped,Skipped,Skipped,10,Skipped,,
27,23,1,8,29,12,25,10,30,29,31,2,4,17,28,6,7,14,22,13,3,9,21,15,19,18,20,5,11,16,24,,
28,23,6,12,24,5,14,26,13,11,18,17,22,7,8,15,21,31,1,27,29,16,9,2,20,19,10,4,3,25,30,,
Skipped,Skipped,Skipped,5,18,Skipped,10,8,12,2,Skipped,9,11,Skipped,Skipped,Skipped,13,6,15,Skipped,7,3,Skipped,1,4,Skipped,16,Skipped,Skipped,17,14,,
28,29,9,20,4,27,13,14,31,12,2,9,22,18,11,3,30,5,22,23,17,25,8,19,21,7,24,6,1,16,15,,
Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
9,Skipped,1,Skipped,Skipped,Skipped,4,13,Skipped,13,14,Skipped,Skipped,Skipped,5,2,Skipped,Skipped,13,13,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,3,13,Skipped,,
Skipped,Skipped,1,Skipped,9,Skipped,Skipped,8,Skipped,5,7,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,2,4,Skipped,11,3,Skipped,10,,
4,11,2,Skipped,19,8,Skipped,Skipped,7,Skipped,14,Skipped,Skipped,Skipped,5,3,Skipped,18,9,Skipped,Skipped,Skipped,10,6,Skipped,12,Skipped,Skipped,1,Skipped,13,,
18,18,1,9,14,26,4,2,14,22,3,25,26,20,10,16,21,31,12,17,8,10,29,11,6,7,5,23,25,9,7,,
21,13,1,10,28,16,25,4,22,15,11,26,29,23,18,20,17,14,5,12,8,7,2,6,19,30,3,27,24,25,31,,
17,7,1,16,29,21,28,5,30,3,29,27,22,13,14,24,15,7,23,28,15,20,15,14,17,8,12,20,2,31,28,,
18,Skipped,5,13,20,Skipped,Skipped,10,19,4,Skipped,21,23,8,17,11,9,18,7,12,14,15,16,1,6,3,18,22,2,18,31,,
25,Skipped,7,Skipped,28,9,Skipped,13,26,8,27,5,29,4,Skipped,Skipped,3,10,12,Skipped,Skipped,15,24,11,14,6,1,Skipped,2,31,30,,
Skipped,9,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,5,3,Skipped,1,Skipped,Skipped,4,4,8,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,31,Skipped,30,Skipped,Skipped,4,1,6,Skipped,Skipped,Skipped,Skipped,Skipped,15,Skipped,3,Skipped,5,Skipped,Skipped,2,Skipped,Skipped,,
16,12,1,14,26,17,22,20,29,7,31,19,11,28,15,21,9,13,10,6,25,5,24,2,4,23,3,8,18,30,27,,
1,14,7,4,16,21,Skipped,15,11,2,25,Skipped,Skipped,13,19,5,3,10,12,9,6,Skipped,23,20,22,8,17,Skipped,18,Skipped,24,,
15,Skipped,4,Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,Skipped,2,7,1,13,11,Skipped,Skipped,Skipped,Skipped,3,6,Skipped,10,5,Skipped,12,Skipped,14,,
10,Skipped,1,Skipped,15,Skipped,Skipped,Skipped,6,9,7,Skipped,Skipped,14,5,12,16,Skipped,4,Skipped,Skipped,Skipped,18,2,19,8,13,11,3,Skipped,17,,
8,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,12,Skipped,2,Skipped,Skipped,6,7,Skipped,5,Skipped,9,Skipped,Skipped,Skipped,10,1,Skipped,13,Skipped,Skipped,3,Skipped,11,,
11,6,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,7,Skipped,8,3,1,Skipped,Skipped,11,Skipped,9,4,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,,
10,30,3,20,29,7,17,14,23,12,24,16,15,6,11,22,2,27,28,13,18,Skipped,9,5,21,4,26,8,1,19,25,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
23,24,7,26,14,12,21,27,22,5,31,17,28,3,19,9,1,2,18,20,25,13,29,4,11,8,10,16,6,30,15,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,3,5,6,2,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,6,2,6,Skipped,Skipped,Skipped,Skipped,Skipped,4,1,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,,
5,Skipped,1,Skipped,16,Skipped,Skipped,Skipped,8,Skipped,17,Skipped,Skipped,9,15,4,3,Skipped,14,Skipped,Skipped,Skipped,12,6,7,10,2,Skipped,11,Skipped,13,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
14,Skipped,4,11,15,Skipped,Skipped,15,Skipped,2,8,Skipped,Skipped,Skipped,12,3,5,Skipped,Skipped,13,Skipped,Skipped,7,6,Skipped,1,Skipped,10,9,Skipped,16,,
15,Skipped,1,Skipped,17,Skipped,Skipped,Skipped,15,Skipped,18,13,13,6,12,8,3,Skipped,9,Skipped,10,7,14,2,Skipped,5,11,13,4,Skipped,16,,
27,14,1,5,24,16,29,7,30,25,31,17,20,8,21,10,3,4,9,15,22,6,29,18,11,12,2,19,13,23,28,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
14,15,4,3,22,12,15,13,15,8,19,23,24,14,11,16,1,Skipped,3,17,21,5,18,7,10,6,10,20,9,17,16,,
27,27,27,27,27,27,27,28,27,27,Skipped,27,27,27,27,27,27,1,27,27,27,27,27,Skipped,27,Skipped,27,27,27,27,27,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
6,24,7,13,31,18,15,4,30,2,10,28,16,12,11,25,14,26,28,22,23,5,9,3,21,1,19,28,20,17,8,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
5,9,4,6,25,8,17,21,15,1,28,16,26,22,18,Skipped,12,Skipped,20,13,20,14,23,7,10,3,11,27,2,19,29,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,,
Skipped,6,Skipped,Skipped,Skipped,6,11,Skipped,Skipped,7,Skipped,Skipped,Skipped,5,10,5,7,1,Skipped,8,Skipped,2,9,Skipped,Skipped,4,7,Skipped,3,12,Skipped,,
8,29,1,13,18,30,26,20,28,5,16,23,24,17,6,19,27,21,10,31,14,12,2,11,9,7,4,22,3,25,15,,
27,17,3,27,11,27,12,5,27,27,28,30,31,8,6,4,2,9,19,18,7,1,27,13,16,14,10,29,15,27,27,,
14,6,28,2,14,28,15,28,29,4,28,28,28,28,12,28,5,28,9,11,10,8,13,7,28,1,Skipped,14,3,16,17,,
23,17,3,10,29,15,27,7,30,14,31,Skipped,26,9,18,11,6,13,24,8,12,4,20,5,19,1,16,Skipped,2,28,25,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
14,10,Skipped,6,17,Skipped,9,11,Skipped,15,Skipped,5,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,8,7,1,Skipped,Skipped,12,4,3,Skipped,Skipped,13,16,,
17,4,5,Skipped,25,11,14,Skipped,9,Skipped,15,20,25,13,7,3,1,10,8,19,Skipped,16,12,2,18,6,Skipped,Skipped,Skipped,Skipped,26,,
12,11,1,Skipped,15,Skipped,Skipped,Skipped,16,Skipped,10,Skipped,Skipped,9,5,6,4,Skipped,Skipped,Skipped,Skipped,8,3,7,Skipped,13,Skipped,Skipped,2,Skipped,14,,
17,Skipped,3,12,10,17,Skipped,Skipped,17,5,17,Skipped,Skipped,8,9,18,4,Skipped,7,Skipped,6,Skipped,Skipped,2,Skipped,1,17,Skipped,11,Skipped,13,,
13,15,6,7,27,25,29,5,17,2,22,11,31,3,8,12,21,10,26,16,28,23,9,4,14,19,20,24,1,Skipped,18,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
10,8,4,Skipped,Skipped,Skipped,Skipped,Skipped,13,Skipped,11,Skipped,Skipped,6,7,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,9,5,Skipped,2,Skipped,Skipped,1,Skipped,12,,
9,Skipped,6,11,26,Skipped,Skipped,14,21,13,25,15,Skipped,5,17,24,4,19,18,22,12,8,20,2,10,3,7,16,1,Skipped,23,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
12,Skipped,9,Skipped,Skipped,4,Skipped,Skipped,11,Skipped,Skipped,Skipped,Skipped,7,Skipped,1,10,3,Skipped,Skipped,Skipped,Skipped,13,Skipped,2,6,8,Skipped,Skipped,Skipped,5,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,5,Skipped,31,Skipped,Skipped,4,Skipped,Skipped,1,Skipped,Skipped,31,Skipped,Skipped,31,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,,
8,13,1,Skipped,9,Skipped,Skipped,Skipped,16,Skipped,17,Skipped,Skipped,14,12,5,2,7,Skipped,18,Skipped,Skipped,15,4,Skipped,6,10,Skipped,3,Skipped,11,,
6,3,4,8,23,19,20,18,28,25,21,Skipped,Skipped,7,13,2,1,10,14,24,15,9,22,12,17,11,5,Skipped,26,27,16,,
7,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,6,Skipped,10,Skipped,Skipped,8,5,4,9,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,4,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,2,5,Skipped,Skipped,Skipped,Skipped,3,Skipped,4,Skipped,Skipped,8,Skipped,31,Skipped,11,1,Skipped,Skipped,9,Skipped,Skipped,13,10,12,7,Skipped,Skipped,30,Skipped,,
15,21,2,25,14,20,26,27,8,7,10,30,29,17,4,5,1,3,16,22,18,13,23,9,12,19,6,31,11,28,24,,
18,Skipped,1,15,29,Skipped,25,7,26,17,31,12,16,5,3,28,4,Skipped,19,Skipped,9,6,14,10,8,11,14,13,2,24,30,,
Skipped,Skipped,3,16,Skipped,13,5,18,18,Skipped,Skipped,7,8,14,4,2,9,Skipped,Skipped,11,10,18,15,Skipped,Skipped,12,18,6,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
13,Skipped,2,6,30,Skipped,27,16,29,26,28,1,14,15,Skipped,Skipped,9,Skipped,5,Skipped,7,4,Skipped,24,8,3,12,11,10,25,31,,
Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,31,,
Skipped,5,Skipped,Skipped,31,Skipped,Skipped,2,Skipped,30,29,28,26,18,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,10,27,5,Skipped,Skipped,,
12,14,17,6,21,10,15,18,29,3,28,23,22,26,24,27,31,9,13,5,7,19,25,8,1,4,2,20,11,16,30,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,30,1,Skipped,29,14,17,Skipped,13,Skipped,5,31,Skipped,2,6,Skipped,4,Skipped,8,28,15,16,3,Skipped,Skipped,14,Skipped,Skipped,Skipped,Skipped,15,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,31,Skipped,Skipped,6,3,2,5,4,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
6,2,Skipped,27,Skipped,14,20,20,13,4,19,Skipped,15,7,11,Skipped,5,1,10,31,24,8,9,3,Skipped,17,12,Skipped,16,19,Skipped,,
Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,1,4,Skipped,Skipped,Skipped,Skipped,5,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
15,Skipped,15,15,Skipped,16,15,15,15,15,Skipped,Skipped,4,Skipped,2,Skipped,1,Skipped,5,Skipped,Skipped,15,Skipped,Skipped,3,15,Skipped,15,Skipped,Skipped,6,,
11,22,14,9,26,Skipped,Skipped,7,27,24,18,1,2,12,10,19,8,20,5,25,6,Skipped,13,3,4,21,17,16,15,Skipped,23,,
18,Skipped,Skipped,15,Skipped,Skipped,12,1,15,Skipped,12,12,7,Skipped,Skipped,3,5,2,Skipped,12,18,Skipped,Skipped,18,12,Skipped,4,6,15,7,Skipped,,
18,10,4,Skipped,16,2,15,6,24,11,26,Skipped,Skipped,8,19,12,5,14,7,Skipped,23,13,9,3,21,17,22,Skipped,1,20,25,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,3,Skipped,4,Skipped,Skipped,1,Skipped,Skipped,,
Skipped,Skipped,10,Skipped,Skipped,6,Skipped,Skipped,Skipped,4,11,9,Skipped,Skipped,Skipped,7,Skipped,Skipped,2,3,Skipped,Skipped,8,5,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,,
15,2,13,3,Skipped,12,11,20,9,22,Skipped,10,Skipped,18,Skipped,21,6,4,Skipped,17,16,7,14,8,Skipped,1,19,Skipped,5,24,23,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
14,13,4,12,27,1,27,2,20,5,27,22,22,27,27,20,6,27,3,17,11,7,28,9,8,10,21,22,15,Skipped,16,,
Skipped,Skipped,1,25,27,Skipped,11,10,Skipped,6,30,Skipped,Skipped,29,14,8,7,3,9,Skipped,24,13,31,5,12,2,26,15,4,Skipped,28,,
18,4,3,Skipped,Skipped,Skipped,Skipped,9,17,5,20,14,Skipped,11,13,8,1,16,Skipped,Skipped,Skipped,Skipped,19,6,12,10,7,15,2,Skipped,21,,
18,20,4,17,10,29,16,12,28,1,14,22,23,7,3,15,2,19,27,30,13,25,11,9,26,31,8,21,6,24,5,,
13,12,5,7,27,17,28,16,14,11,29,22,30,9,8,21,1,18,25,20,6,3,26,15,19,4,10,23,2,31,24,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
24,12,4,22,28,15,30,11,21,8,30,25,23,6,16,20,7,1,19,17,13,3,14,Skipped,10,5,9,26,2,27,18,,
16,26,25,16,8,25,8,20,30,16,7,4,11,28,27,25,4,25,16,20,17,6,10,5,20,4,1,29,30,25,16,,
6,12,2,23,25,17,26,18,22,27,30,15,29,20,8,10,1,3,7,19,24,9,16,5,4,14,11,28,13,31,21,,
Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,12,Skipped,Skipped,Skipped,11,Skipped,Skipped,4,Skipped,Skipped,1,10,Skipped,9,5,3,Skipped,2,Skipped,Skipped,Skipped,Skipped,6,10,Skipped,,
16,7,4,Skipped,31,Skipped,Skipped,Skipped,15,5,11,Skipped,Skipped,12,8,1,9,Skipped,14,Skipped,Skipped,Skipped,2,13,Skipped,6,Skipped,Skipped,10,Skipped,3,,
