rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,rank36,rank37,rank38,rank39,rank40,rank41,rank42,rank43,rank44,rank45,rank46,rank47,rank48,rank49,rank50,rank51,rank52,rank53,rank54,rank55,rank56,rank57,rank58,rank59,rank60,rank61,rank62,rank63,rank64,rank65,rank66,rank67,rank68,rank69,rank70,rank71,rank72,rank73,rank74,rank75,rank76,rank77,rank78,rank79,rank80,Num Cands,Num Seats
Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,15,16,Skipped,30,Skipped,Skipped,Skipped,Skipped,34,Skipped,Skipped,25,7,Skipped,Skipped,34,Skipped,29,Skipped,19,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,19,22,Skipped,24,32,26,21,2,Skipped,Skipped,29,11,17,Skipped,1,4,Skipped,Skipped,Skipped,33,Skipped,31,Skipped,12,29,Skipped,3,18,Skipped,5,Skipped,14,9,23,Skipped,13,Skipped,Skipped,80.0,1.0
80,80,80,39,80,80,80,80,80,48,80,80,80,80,80,80,80,80,80,80,80,80,80,80,77,80,80,22,80,80,80,80,41,80,80,80,80,80,80,80,80,80,18,80,2,80,65,31,80,80,80,80,29,42,73,55,49,80,80,10,80,16,80,80,80,80,80,3,1,80,80,80,80,80,80,80,80,80,80,80,,
21,1,14,7,24,80,80,80,80,80,80,80,80,80,20,80,80,80,80,80,80,80,35,80,80,80,4,80,80,80,80,80,3,80,80,80,80,80,80,80,12,80,80,80,80,5,80,15,80,80,80,80,80,80,80,80,6,80,80,80,80,2,80,80,80,11,9,10,80,80,80,80,80,67,80,80,80,17,13,80,,
80,80,80,80,80,80,80,80,80,10,80,80,16,80,80,80,80,80,5,80,80,80,80,80,15,80,80,80,80,80,80,8,6,80,80,80,80,80,80,80,80,80,80,80,80,80,80,3,80,80,80,80,80,1,11,80,2,17,80,80,80,80,80,80,80,13,4,80,9,14,80,80,80,12,80,80,80,80,7,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,10,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,11,80,80,80,5,80,80,80,80,80,3,80,80,5,80,80,80,2,80,80,4,2,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,8,80,80,80,80,80,,
80,70,80,80,80,78,80,80,80,80,80,80,80,80,77,80,80,80,80,80,80,74,80,80,80,80,73,80,80,80,80,75,80,80,80,80,80,80,80,80,80,80,80,80,80,71,76,3,80,80,80,80,80,80,80,80,79,80,80,80,80,5,80,80,80,2,80,80,1,80,80,80,80,72,4,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,11,80,80,80,80,80,80,80,80,80,80,80,80,80,80,14,80,80,80,6,80,80,80,80,80,19,80,80,80,3,1,80,80,10,80,80,80,80,3,80,80,2,16,80,80,80,4,13,80,80,9,5,80,,
5,80,80,80,80,80,80,80,80,80,12,80,80,80,80,80,80,80,80,80,4,80,80,80,15,80,80,80,80,80,80,80,80,80,9,80,80,80,3,80,80,80,80,80,80,80,8,6,80,11,80,80,7,1,80,80,14,80,80,80,80,80,80,80,80,80,80,80,2,10,80,80,80,16,80,80,80,13,80,80,,
80,80,80,80,9,13,80,80,80,2,80,80,15,80,80,80,80,80,6,80,80,65,80,80,73,80,80,16,80,80,80,71,7,80,80,80,80,80,80,80,53,80,80,80,80,17,3,5,80,80,80,80,10,4,80,80,1,11,80,80,80,80,80,66,80,80,80,80,14,80,80,80,80,8,80,80,80,80,12,80,,
10,12,15,Skipped,13,4,Skipped,17,10,16,10,3,15,12,Skipped,Skipped,12,Skipped,Skipped,Skipped,4,13,4,11,14,Skipped,2,6,5,14,Skipped,9,Skipped,Skipped,13,Skipped,17,Skipped,2,16,Skipped,12,11,13,13,6,8,8,7,7,9,9,14,6,12,12,8,1,13,11,Skipped,8,10,Skipped,13,4,8,10,8,Skipped,9,9,17,4,1,Skipped,Skipped,1,5,Skipped,,
75,30,13,53,43,77,41,58,69,69,79,38,5,70,71,31,53,70,1,39,18,41,22,6,16,53,80,15,53,70,54,7,28,57,20,73,76,35,21,9,33,36,27,2,65,78,62,4,56,62,24,49,37,23,3,53,17,69,47,26,44,34,29,57,33,11,19,25,12,42,72,10,66,63,74,48,14,46,8,45,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,17,80,80,18,80,80,80,80,80,11,80,80,80,14,80,80,80,80,80,80,80,10,80,80,4,80,80,19,80,12,80,8,80,80,80,80,15,80,20,3,80,80,13,80,80,80,80,1,16,80,6,80,80,80,80,9,5,80,80,7,2,80,,
29,18,31,37,10,15,26,39,34,4,33,29,30,80,80,80,80,25,80,80,35,5,42,80,36,80,12,80,23,80,19,15,80,80,22,80,80,80,16,80,43,41,40,80,80,80,11,24,12,27,80,32,14,13,6,80,3,21,80,17,80,28,20,80,80,2,8,12,7,31,14,27,80,13,1,80,38,9,10,80,,
80,80,80,48,80,80,80,80,80,80,80,80,80,80,80,24,80,80,80,80,80,80,80,80,77,80,80,32,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,70,80,80,80,80,80,80,80,80,80,55,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,9,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,6,80,12,80,80,80,7,80,80,8,3,80,80,80,80,80,11,80,14,4,80,2,13,80,80,80,1,5,80,80,80,10,80,,
5,3,2,70,70,70,70,70,70,70,79,70,71,70,71,70,70,71,70,70,1,70,70,70,71,70,70,70,12,71,70,11,70,70,70,72,74,70,70,70,70,70,70,70,70,78,77,70,70,70,70,70,6,4,70,70,7,80,70,70,70,75,70,70,70,70,9,8,76,70,10,70,73,73,70,70,70,70,70,70,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,10,80,80,80,80,1,80,80,3,80,80,80,80,6,5,80,80,80,80,80,,
Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,26,8,Skipped,15,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,17,Skipped,Skipped,Skipped,Skipped,Skipped,13,Skipped,Skipped,Skipped,18,Skipped,Skipped,4,Skipped,Skipped,Skipped,6,31,Skipped,Skipped,Skipped,Skipped,Skipped,28,23,27,21,24,Skipped,Skipped,Skipped,9,34,Skipped,29,11,Skipped,Skipped,Skipped,20,Skipped,22,Skipped,2,19,10,3,14,16,5,Skipped,Skipped,1,Skipped,Skipped,12,30,Skipped,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,6,80,80,80,80,80,80,4,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,7,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,5,80,3,1,80,80,80,80,80,,
80,9,7,80,80,11,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80,6,80,80,80,80,80,80,80,80,80,10,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,3,80,80,80,80,80,80,80,2,80,80,5,80,80,80,80,80,4,80,80,1,80,80,,
80,21,4,80,80,80,80,80,20,26,80,80,12,80,80,80,80,80,80,80,15,80,80,18,80,80,23,80,29,80,80,1,80,80,80,80,25,80,80,80,19,80,80,5,80,13,22,80,8,7,80,16,80,24,6,80,80,17,27,80,80,80,80,80,80,2,80,80,10,11,80,9,14,80,28,80,80,3,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
20,80,80,20,20,1,80,80,80,80,12,14,80,80,20,80,80,80,80,80,12,5,80,80,80,80,80,80,80,80,80,80,80,80,11,80,80,3,4,80,7,80,80,80,15,80,10,80,80,7,80,80,20,80,80,80,13,7,80,80,80,80,18,80,80,17,80,20,6,80,20,20,80,12,1,80,80,20,80,80,,
17,19,35,58,73,78,74,64,36,18,78,18,29,38,64,57,34,35,13,11,24,75,45,40,34,74,8,8,18,50,67,7,69,78,60,78,31,74,15,6,16,12,9,17,37,25,74,17,39,19,78,54,20,53,9,24,20,1,76,10,7,7,70,64,76,2,7,13,8,66,69,3,33,80,11,79,14,4,5,73,,
9,80,80,11,80,80,80,80,80,80,79,80,80,80,80,80,80,80,14,80,80,80,80,80,80,80,80,18,80,80,80,80,80,80,80,80,80,80,80,80,80,6,80,17,80,80,15,80,80,3,7,80,80,8,80,80,10,5,80,80,80,2,80,80,80,80,13,80,1,80,80,80,80,12,80,80,80,4,16,80,,
80,80,1,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,80,80,80,80,80,80,8,6,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,10,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,9,3,80,80,80,7,80,,
Skipped,8,24,2,Skipped,16,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,25,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,23,Skipped,Skipped,Skipped,Skipped,3,21,10,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,15,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,14,5,Skipped,Skipped,17,Skipped,Skipped,Skipped,9,18,Skipped,22,20,Skipped,7,Skipped,13,Skipped,Skipped,Skipped,12,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,19,8,Skipped,,
31,43,43,31,26,19,43,43,43,24,2,43,31,43,31,43,43,43,43,43,43,43,43,43,43,43,28,5,31,43,21,11,43,43,30,43,43,43,13,43,31,43,29,43,12,17,16,31,23,25,43,43,43,8,80,43,6,4,31,20,10,18,43,43,43,9,15,31,1,31,43,22,31,27,3,31,43,7,14,43,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,6,2,80,80,80,80,80,80,80,5,80,80,2,80,80,80,80,80,1,80,80,80,80,80,,
80,26,80,80,80,17,80,80,80,80,80,17,80,80,80,17,80,80,17,17,80,27,80,80,80,80,4,5,80,80,80,7,26,80,17,80,80,17,17,26,26,26,26,1,80,80,8,80,80,80,80,80,26,17,80,80,80,9,80,2,80,3,17,80,17,6,17,80,80,12,80,80,80,80,80,80,26,7,26,80,,
80,21,80,80,80,18,80,80,80,11,80,80,80,80,80,80,80,80,80,80,80,11,20,80,80,80,15,24,3,80,80,6,10,80,80,80,80,80,19,80,80,80,80,80,80,80,15,4,80,80,80,11,80,17,80,80,5,2,80,80,80,80,80,80,80,2,16,80,2,80,20,80,80,20,1,80,20,80,14,80,,
8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,9,80,80,80,80,80,80,80,80,80,80,6,80,80,80,4,80,80,80,80,80,80,80,3,1,80,80,80,80,80,2,80,80,80,80,80,,
80,80,13,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,11,80,80,80,80,80,14,80,1,80,80,80,80,80,80,80,80,80,80,80,9,80,15,80,16,80,80,80,80,80,80,7,80,80,5,80,80,80,80,80,80,80,4,80,80,12,80,80,10,80,2,2,80,80,6,3,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
20,69,34,30,58,80,80,80,80,46,18,68,7,53,64,51,56,80,6,80,10,37,59,71,80,40,15,24,21,41,63,25,61,79,80,73,52,80,42,76,57,62,14,28,80,39,33,9,80,11,29,80,36,22,5,55,27,3,54,35,38,13,67,65,80,2,17,32,8,19,16,23,80,26,1,78,31,4,12,72,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80,80,80,80,80,80,80,80,80,80,2,80,80,80,14,80,80,80,80,80,80,80,80,80,13,4,80,5,7,9,80,80,80,6,12,11,10,80,80,16,80,80,1,80,80,3,15,80,,
45,30,34,39,32,26,62,60,54,12,75,55,53,80,58,65,69,73,35,70,13,27,47,38,67,77,24,20,19,71,29,11,25,78,43,74,64,57,36,56,17,66,21,37,50,52,10,8,48,7,59,51,16,31,49,61,18,2,79,33,28,15,63,46,42,1,14,23,3,40,44,22,76,6,9,72,41,4,5,68,,
12,33,Skipped,Skipped,10,38,43,Skipped,37,35,18,Skipped,24,Skipped,42,Skipped,Skipped,41,Skipped,Skipped,11,16,Skipped,Skipped,44,Skipped,29,Skipped,Skipped,Skipped,25,17,40,Skipped,Skipped,Skipped,Skipped,Skipped,30,32,22,34,21,Skipped,Skipped,13,6,45,4,4,Skipped,Skipped,28,19,26,Skipped,15,5,Skipped,Skipped,36,20,31,46,Skipped,3,14,Skipped,2,8,23,39,Skipped,7,1,Skipped,27,9,9,Skipped,,
80,80,80,11,80,80,80,80,80,19,80,80,80,80,80,80,80,80,80,80,20,80,80,80,80,80,14,4,80,80,80,13,14,80,80,80,80,80,80,16,80,80,80,80,80,7,80,5,80,80,80,80,80,11,8,80,12,15,80,17,80,10,80,80,80,5,3,3,1,80,80,18,80,80,6,80,80,7,2,80,,
80,10,80,80,80,7,80,80,80,80,80,80,80,80,80,80,80,80,80,80,10,80,80,80,80,5,80,80,8,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,3,4,80,80,80,80,80,80,80,80,80,6,80,80,80,9,80,80,80,1,6,80,2,80,80,80,80,80,80,80,80,4,80,80,,
80,80,80,80,6,80,80,80,80,80,80,80,80,80,10,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,9,80,5,80,80,80,10,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,4,80,80,80,80,1,80,80,7,1,80,80,80,3,80,80,80,80,80,80,80,1,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,10,80,80,80,67,80,80,6,80,80,80,80,80,80,80,80,7,80,80,80,1,80,80,80,80,8,3,,
45,44,61,57,22,65,Skipped,80,75,42,76,75,80,Skipped,77,77,79,42,80,Skipped,63,75,57,79,74,79,26,43,55,Skipped,42,26,59,Skipped,72,Skipped,80,80,67,60,Skipped,80,54,69,59,34,70,8,79,26,80,57,43,39,8,80,27,4,80,42,26,9,72,80,80,4,22,20,8,80,71,58,62,35,8,Skipped,80,8,8,80,,
39,17,80,49,10,15,80,80,80,41,80,36,38,80,37,20,80,80,80,36,35,23,80,80,80,80,13,21,24,80,80,11,26,80,32,80,80,80,27,37,33,80,31,80,80,16,9,29,45,25,80,40,7,6,33,80,38,1,80,28,80,18,80,80,80,3,19,12,4,22,34,30,80,8,2,80,80,5,14,80,,
25,80,80,80,80,80,80,80,80,20,80,80,15,80,80,80,80,80,80,80,80,80,80,80,80,80,80,13,80,80,80,6,24,80,80,80,80,80,80,80,80,80,17,80,80,80,9,22,80,18,80,80,19,16,80,80,3,1,80,80,8,21,80,80,80,5,4,23,2,14,80,80,80,7,12,80,80,11,10,80,,
20,52,27,54,60,44,72,61,30,12,57,41,45,62,53,67,65,32,22,36,49,71,51,63,55,75,9,18,17,56,74,4,47,73,43,79,70,78,40,25,26,37,15,23,66,8,50,16,48,35,80,39,21,33,19,38,31,1,77,29,6,5,59,76,58,2,10,24,3,46,42,14,64,68,7,80,28,13,11,69,,
9,46,60,8,39,7,42,50,45,80,10,35,80,48,12,52,66,69,68,59,5,19,23,80,65,80,18,38,22,55,70,80,36,80,54,80,57,32,6,67,62,58,41,80,11,25,14,29,40,13,31,61,44,24,80,49,27,26,64,16,30,37,34,63,47,2,33,20,3,80,15,21,80,28,1,53,43,4,17,51,,
71,28,67,70,7,15,34,69,71,9,67,17,79,75,68,13,70,72,78,16,74,57,69,72,69,66,34,6,69,73,64,46,31,67,14,74,74,18,22,80,25,32,30,33,5,70,71,68,68,71,68,71,11,3,70,67,4,70,70,24,57,23,19,68,20,65,10,12,1,65,65,69,2,8,67,57,26,69,27,61,,
80,80,80,80,80,25,80,80,80,80,80,80,10,80,80,24,80,80,13,80,80,80,80,80,7,80,16,80,80,80,80,80,80,80,25,80,9,80,80,15,80,80,80,26,80,1,2,80,80,18,80,80,80,20,12,80,11,6,80,80,80,4,80,3,80,23,22,80,17,80,80,80,80,8,80,80,14,19,21,5,,
80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
54,23,37,79,34,14,32,52,56,36,74,30,51,74,74,38,55,74,40,44,57,10,42,59,74,77,13,9,42,74,46,45,45,76,29,74,64,80,17,31,22,27,19,63,74,48,21,74,49,14,53,62,47,3,74,50,41,1,74,8,33,61,43,60,15,8,4,20,17,28,42,35,78,7,2,80,58,9,11,42,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,40,80,80,80,80,80,80,80,80,80,25,80,80,80,80,80,80,80,80,80,30,27,33,80,80,80,80,80,80,80,80,80,80,80,80,80,80,9,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,32,10,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,1,80,80,80,80,80,,
28,34,13,33,80,42,80,32,50,21,80,39,29,80,48,69,80,80,24,80,80,44,18,49,80,52,9,11,27,35,43,17,26,80,80,80,80,80,30,23,45,80,55,22,40,57,31,7,73,21,53,38,23,5,14,80,10,15,41,73,48,11,53,54,80,8,6,73,16,36,80,12,47,25,2,80,80,8,2,36,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,6,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,3,80,80,1,80,80,80,80,5,2,80,80,4,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
15,19,60,40,8,13,80,80,22,38,80,80,80,63,10,80,80,25,67,80,40,43,36,17,72,80,20,38,54,59,48,23,60,80,53,80,80,31,65,80,54,26,75,80,5,39,12,76,21,18,38,80,16,70,78,69,14,43,40,11,9,67,80,65,80,1,53,68,2,80,29,24,80,7,6,80,77,4,3,63,,
49,37,38,44,56,10,45,72,55,43,57,60,67,11,67,71,53,69,79,74,67,38,44,61,68,76,48,32,44,12,42,33,32,79,69,80,70,75,38,76,17,32,32,55,49,62,3,62,52,1,38,54,32,58,73,44,67,9,74,32,42,53,66,60,71,50,63,38,39,59,51,26,78,5,2,77,77,58,50,38,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,
58,12,40,54,33,5,33,54,80,63,62,9,71,80,61,2,54,80,17,9,34,20,54,54,80,41,31,28,54,80,40,54,28,58,5,80,80,11,17,21,19,28,28,28,62,1,60,55,54,62,40,58,31,5,70,54,18,3,64,19,40,6,17,58,17,59,9,22,54,54,32,33,80,65,54,40,19,62,10,29,,
24,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,12,Skipped,Skipped,15,Skipped,Skipped,Skipped,Skipped,Skipped,8,Skipped,23,31,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,18,19,27,32,10,Skipped,Skipped,26,6,21,80,Skipped,Skipped,25,14,1,Skipped,22,11,Skipped,Skipped,28,33,Skipped,Skipped,Skipped,5,17,Skipped,Skipped,16,Skipped,3,Skipped,13,34,Skipped,20,2,7,Skipped,,
32,31,43,64,24,19,53,55,50,20,22,48,12,80,51,73,75,57,41,59,14,21,52,49,54,60,23,45,46,72,9,11,47,79,58,76,77,62,26,40,56,38,6,37,74,15,7,25,30,28,78,67,34,18,29,61,33,1,69,70,5,4,63,44,39,2,16,36,10,27,35,71,65,17,3,68,42,13,8,66,,
80,80,9,80,80,80,80,80,10,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,8,80,5,80,80,4,80,80,80,80,80,80,80,80,80,80,80,11,80,6,80,80,80,80,80,80,80,80,80,80,80,2,80,80,80,1,80,80,80,3,80,80,80,80,80,80,80,80,80,80,80,7,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,,
80,80,80,80,80,68,80,80,80,80,80,68,80,80,80,1,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2,80,80,6,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,63,80,80,80,80,80,80,80,80,80,80,80,80,62,80,80,80,80,80,80,80,80,80,80,80,80,80,,
6,71,55,42,33,4,54,40,72,30,52,47,23,80,43,21,45,75,61,79,76,46,8,20,74,66,44,13,49,69,26,19,10,67,50,64,77,14,11,65,60,53,22,18,5,29,17,56,39,24,55,63,36,35,59,68,32,25,73,15,27,16,34,70,57,2,31,38,3,37,41,9,78,51,1,48,28,7,12,58,,
80,1,80,80,80,2,80,80,80,80,80,80,80,80,10,80,80,80,80,80,80,80,80,80,80,80,6,80,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,80,80,80,80,9,80,80,80,80,80,80,80,80,80,80,80,80,80,3,80,80,80,80,80,80,7,80,80,80,80,80,80,80,80,8,80,80,,
80,80,80,80,80,80,80,80,80,5,80,80,80,80,80,80,80,80,80,80,7,80,80,80,80,80,80,80,80,80,80,2,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,10,80,80,80,80,80,80,80,80,9,3,80,80,80,80,80,80,80,8,1,80,4,80,80,80,80,80,6,80,80,80,80,80,,
80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,1,80,80,80,80,80,80,80,80,80,80,80,,
