rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,rank35,Num Cands,Num Seats
35,6,35,35,35,5,4,35,35,35,35,35,35,35,35,35,35,35,2,35,35,35,35,35,35,35,35,3,35,35,35,35,35,1,35,,
2,35,11,6,17,7,3,28,25,9,31,32,15,32,24,27,22,12,10,29,19,18,26,13,21,30,23,4,20,16,5,8,14,1,35,,
4,5,5,3,7,8,1,12,12,6,11,11,9,11,9,10,7,7,5,6,8,6,12,10,6,12,11,2,8,12,1,5,2,2,11,,
5,13,10,7,12,6,3,35,35,9,16,35,35,35,35,35,14,35,4,35,35,35,35,35,15,35,35,2,35,35,8,11,35,1,35,,
5,23,7,12,10,11,6,24,35,15,20,30,32,28,32,31,27,21,9,17,26,13,25,14,2,18,19,4,16,29,3,8,22,1,34,,
35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
12,19,1,26,3,2,4,16,17,18,23,29,35,35,13,35,14,10,9,35,21,28,35,24,6,35,20,7,15,27,8,5,11,22,25,,
6,Skipped,9,25,1,16,13,Skipped,Skipped,18,21,Skipped,Skipped,Skipped,14,15,12,7,17,24,20,4,23,19,2,22,Skipped,11,3,5,10,26,8,Skipped,Skipped,,
1,34,7,5,28,10,4,25,29,8,13,21,33,24,Skipped,30,20,12,16,32,6,15,27,9,34,22,23,3,32,26,11,1,28,2,31,,
4,Skipped,11,5,9,13,4,Skipped,Skipped,Skipped,9,Skipped,Skipped,Skipped,Skipped,14,12,Skipped,5,17,Skipped,14,Skipped,19,5,Skipped,Skipped,1,14,Skipped,2,5,18,2,Skipped,,
5,9,10,6,14,7,4,23,24,11,18,29,33,25,19,16,15,20,2,34,32,35,27,22,13,30,26,1,21,31,8,12,17,3,28,,
2,9,6,6,7,5,3,10,11,8,6,11,11,11,10,9,9,7,4,5,10,7,5,9,6,9,11,3,8,10,4,4,8,1,11,,
4,23,11,8,13,5,2,23,34,14,34,23,34,34,18,16,17,20,6,34,34,34,34,19,12,34,24,1,15,34,3,7,10,9,19,,
8,16,7,30,10,18,24,5,29,13,23,20,11,1,9,14,34,6,15,19,31,17,26,2,35,25,3,33,12,21,27,32,28,22,4,,
1,3,35,35,35,3,1,35,35,35,35,35,35,35,35,35,35,35,2,35,35,35,35,35,35,35,35,1,35,35,1,4,2,2,35,,
5,28,3,23,35,22,9,16,17,11,32,29,19,18,14,27,34,25,13,31,33,12,30,10,1,21,24,8,26,20,4,6,2,7,15,,
35,35,35,35,4,35,35,35,35,35,35,2,35,7,35,3,35,35,35,35,35,35,35,1,35,35,35,35,35,35,6,35,35,5,35,,
5,15,21,9,12,6,3,32,30,14,23,28,34,29,25,24,26,16,8,19,22,10,20,11,13,27,31,2,17,33,4,7,18,1,35,,
3,15,11,9,13,10,4,32,32,14,32,32,32,32,32,32,32,32,8,33,32,32,35,32,6,34,32,2,32,32,7,5,12,1,32,,
2,35,9,7,20,5,4,35,35,18,12,22,35,35,11,14,25,8,17,6,23,21,35,13,16,15,35,1,19,35,10,24,35,3,35,,
4,18,8,6,12,9,1,35,35,14,14,19,35,35,15,35,16,12,10,13,17,16,13,35,12,35,18,2,35,35,3,5,10,7,35,,
3,17,14,7,16,15,2,30,27,12,29,27,24,26,20,25,19,13,6,32,18,11,31,21,10,33,23,4,22,34,5,9,8,1,35,,
4,35,9,10,35,8,2,35,35,35,35,35,35,35,11,35,35,11,7,35,35,35,35,35,35,35,35,3,35,35,5,6,35,1,35,,
14,9,35,14,8,3,4,35,35,15,20,13,35,18,35,35,35,16,7,35,19,35,12,6,35,11,17,5,35,35,2,10,35,1,35,,
6,10,11,14,35,3,4,35,35,35,20,35,14,17,35,35,20,15,10,35,18,12,12,7,16,35,19,5,35,35,3,21,8,1,35,,
2,15,9,13,11,5,2,30,Skipped,14,22,31,25,Skipped,24,28,19,14,7,29,23,11,20,18,9,15,26,5,27,Skipped,2,7,21,1,Skipped,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,,
29,27,2,10,6,33,8,16,12,24,23,19,11,18,5,21,26,20,34,28,22,3,17,4,35,14,26,9,25,13,31,1,30,7,15,,
5,9,8,6,35,1,35,35,35,35,10,35,35,35,35,35,35,35,35,35,35,35,35,2,11,35,35,3,35,35,4,35,35,7,35,,
5,Skipped,10,9,13,7,3,Skipped,Skipped,12,13,Skipped,Skipped,Skipped,Skipped,Skipped,13,12,6,12,Skipped,13,13,13,11,Skipped,Skipped,2,14,Skipped,4,8,12,1,Skipped,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,,
1,5,4,6,10,2,1,10,35,5,10,5,9,10,6,6,6,4,6,5,8,6,7,7,5,3,9,1,7,9,2,3,7,1,35,,
4,27,8,6,15,9,3,28,24,16,15,22,34,35,23,26,11,16,14,12,19,15,13,22,10,25,34,2,19,29,5,7,34,1,35,,
5,20,6,10,26,13,2,30,28,25,12,24,33,29,14,21,19,22,9,7,31,27,11,16,18,15,34,4,23,32,3,8,17,1,35,,
2,35,10,9,12,13,3,35,35,14,35,18,35,35,35,35,35,35,8,6,35,16,35,15,11,35,17,7,35,35,4,5,35,1,35,,
35,34,6,27,25,1,2,35,35,35,9,35,35,35,35,20,34,35,7,35,35,33,35,20,35,35,35,1,24,34,34,35,5,3,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,1,35,35,,
9,20,6,7,18,10,3,34,29,21,19,23,27,33,32,22,13,24,5,14,25,28,17,15,16,12,31,1,26,30,4,8,11,2,35,,
6,35,9,15,4,22,7,26,33,16,21,19,24,28,11,27,18,10,3,30,20,13,29,5,2,31,34,8,23,32,14,1,17,12,25,,
3,Skipped,2,3,3,1,2,6,Skipped,3,4,6,Skipped,Skipped,Skipped,4,5,4,2,Skipped,5,Skipped,Skipped,4,4,Skipped,6,2,5,Skipped,1,2,2,2,Skipped,,
1,11,10,7,22,7,3,35,35,15,21,35,18,35,23,35,14,35,8,9,35,20,17,19,13,16,35,4,35,35,6,5,12,2,35,,
4,18,15,9,17,8,3,35,35,19,12,35,35,35,35,35,16,10,7,13,35,35,35,35,11,35,35,2,20,35,5,6,14,1,35,,
5,16,13,8,20,12,1,23,19,14,18,11,35,35,15,30,21,7,6,24,30,25,26,22,10,27,28,2,17,29,3,9,31,4,30,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
17,12,4,11,9,14,2,17,34,7,30,17,30,30,33,18,35,6,1,24,30,8,24,21,13,30,32,25,15,31,3,5,10,24,19,,
3,23,10,7,12,8,5,24,25,15,31,31,27,28,20,18,19,13,6,31,25,14,31,17,11,30,29,2,21,26,4,9,16,1,22,,
5,35,13,10,13,8,3,26,17,10,10,17,35,22,13,17,26,22,6,17,35,22,17,8,13,35,22,3,35,35,2,6,35,1,35,,
1,35,35,35,35,35,5,35,35,35,35,35,35,35,35,35,35,35,3,35,35,35,35,35,35,35,35,4,35,35,35,35,35,2,35,,
16,32,2,5,9,19,3,28,31,17,23,22,21,29,33,24,30,10,7,13,26,20,11,14,8,12,Skipped,18,27,25,1,6,15,4,Skipped,,
27,34,9,22,17,6,4,24,25,10,28,33,35,19,11,18,21,13,16,14,32,15,20,8,3,31,23,5,12,26,2,29,7,1,30,,
7,32,9,5,12,16,2,28,34,13,24,33,25,27,31,26,21,11,8,19,15,14,17,22,10,18,30,3,23,29,1,4,20,5,35,,
1,10,8,6,23,9,3,30,25,17,10,18,20,30,12,21,13,18,7,16,25,20,14,15,15,19,30,2,20,35,4,11,22,5,35,,
1,28,9,14,10,13,5,25,34,7,33,29,23,31,27,19,15,16,8,32,11,20,21,30,12,35,24,6,17,22,3,4,18,2,26,,
8,6,9,7,35,5,3,35,35,10,14,35,35,35,35,35,12,35,4,35,35,35,35,35,15,35,35,2,35,35,13,11,35,1,35,,
7,34,10,9,19,6,2,29,32,16,18,26,30,27,23,20,13,14,5,24,22,17,25,15,8,28,33,3,21,31,4,11,12,1,35,,
4,35,10,3,13,9,5,35,35,35,35,35,35,35,35,35,35,35,11,35,35,12,35,35,35,35,35,2,35,35,6,7,8,1,35,,
1,16,4,19,8,14,2,35,6,11,17,13,35,35,20,12,20,4,6,9,35,18,10,16,7,35,35,1,20,35,2,15,35,2,35,,
7,Skipped,12,2,12,12,2,Skipped,12,12,Skipped,Skipped,17,Skipped,Skipped,Skipped,Skipped,7,2,Skipped,Skipped,7,Skipped,Skipped,7,Skipped,Skipped,2,Skipped,Skipped,2,7,Skipped,1,Skipped,,
18,12,4,23,10,24,17,12,30,10,29,17,32,33,15,10,34,5,4,23,1,23,23,13,32,25,32,14,10,29,35,25,11,26,12,,
1,20,10,5,15,10,8,Skipped,Skipped,15,Skipped,20,Skipped,Skipped,15,Skipped,Skipped,10,7,Skipped,Skipped,8,Skipped,10,10,Skipped,20,3,Skipped,20,5,4,20,2,Skipped,,
1,20,18,3,9,23,4,28,13,16,8,21,26,34,35,32,27,11,15,17,19,12,31,33,10,14,22,5,25,29,6,7,24,2,30,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
35,35,34,35,35,35,7,35,35,21,35,35,35,1,9,35,8,4,33,35,35,35,35,35,35,35,35,35,14,35,2,35,35,35,3,,
3,35,4,3,7,3,2,35,35,7,6,6,35,35,7,6,6,7,3,6,7,7,6,35,6,6,35,1,6,35,3,4,6,1,35,,
5,35,35,8,35,6,2,35,35,10,35,35,35,35,35,35,35,35,9,35,35,11,35,35,12,35,35,4,35,35,3,7,13,1,35,,
5,24,14,13,22,6,3,35,35,10,17,20,35,35,25,20,24,23,8,21,35,23,35,24,30,35,29,2,24,30,4,13,15,1,35,,
2,14,11,5,23,7,8,25,15,10,18,28,24,33,26,27,20,16,3,30,12,9,29,17,13,21,22,4,31,32,35,6,19,1,34,,
3,35,12,35,9,35,6,35,35,35,35,4,35,35,35,35,35,16,10,35,35,11,35,35,5,3,35,7,17,35,8,1,35,2,35,,
4,30,15,7,12,6,2,30,27,15,20,9,25,30,30,35,28,16,8,18,Skipped,21,Skipped,15,10,17,32,3,30,Skipped,5,6,19,1,35,,
5,4,35,2,35,1,12,35,35,14,11,35,35,35,35,35,35,15,7,35,35,35,35,9,35,35,35,8,35,35,3,13,10,6,35,,
5,35,35,7,16,5,3,35,35,13,35,35,12,35,35,15,35,17,6,35,35,9,35,11,10,35,35,1,35,35,4,35,14,2,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
8,9,13,7,22,5,1,32,21,12,26,29,28,33,18,23,15,16,10,30,25,19,31,14,20,17,34,2,23,26,4,10,6,3,35,,
2,3,5,4,13,3,3,18,20,6,12,11,14,21,15,14,14,4,4,9,14,7,8,16,3,10,19,2,13,19,4,4,13,1,17,,
3,32,9,16,20,8,2,21,15,12,23,29,34,22,24,20,35,28,5,26,13,19,18,31,20,28,25,7,32,27,4,6,33,1,31,,
5,35,11,35,3,35,2,35,35,35,9,35,35,35,35,35,35,35,4,35,35,35,35,35,8,35,35,6,35,35,7,10,35,1,35,,
4,6,7,9,13,10,5,35,35,8,14,35,35,35,35,35,12,35,2,35,35,35,35,35,11,35,35,1,35,35,35,35,35,3,35,,
1,23,9,9,24,1,1,35,35,19,13,31,29,35,17,25,15,26,7,12,18,20,21,14,16,22,28,1,27,35,1,9,7,1,30,,
2,18,10,9,12,6,4,35,35,20,14,35,27,35,15,23,25,19,8,13,35,21,17,22,11,24,35,3,26,35,5,7,16,1,35,,
2,35,9,35,35,10,3,35,35,35,35,5,35,35,35,35,35,35,6,35,35,35,35,35,35,35,35,4,35,35,7,8,35,1,35,,
1,35,10,35,6,5,3,35,35,15,9,35,35,35,35,35,35,35,14,35,35,35,8,12,35,35,35,2,13,35,4,7,11,35,35,,
4,32,5,1,30,35,13,35,14,35,13,35,35,35,35,35,35,30,10,35,35,35,35,35,35,35,35,3,35,35,13,13,2,8,35,,
6,35,35,9,35,5,3,35,35,35,35,35,35,35,35,35,35,35,8,35,35,35,35,35,35,35,35,2,35,35,4,7,35,1,35,,
3,23,10,9,16,8,4,22,26,17,19,35,35,35,13,21,20,12,6,35,25,14,35,18,24,35,35,2,15,35,5,11,7,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
2,16,5,8,17,4,4,24,30,15,9,7,25,23,34,26,16,14,7,11,25,12,16,30,13,19,31,3,18,30,6,10,16,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
4,9,10,11,14,8,2,31,29,13,17,25,33,34,27,22,21,15,7,20,24,16,26,19,12,28,30,3,23,32,5,6,18,1,35,,
2,30,13,6,12,8,4,27,34,16,10,29,32,33,15,24,18,19,3,22,21,14,23,20,11,26,31,1,25,28,7,9,17,5,35,,
1,Skipped,4,2,5,1,1,Skipped,Skipped,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,5,Skipped,2,3,Skipped,3,Skipped,Skipped,4,Skipped,Skipped,1,6,7,Skipped,4,6,2,Skipped,,
7,26,12,6,9,20,3,27,32,17,11,24,33,34,22,19,13,16,10,28,21,23,30,15,8,31,35,2,18,25,5,4,14,1,29,,
4,16,18,6,8,13,3,24,11,9,7,25,30,14,21,23,15,19,1,35,31,26,27,17,10,28,32,2,22,29,20,12,33,5,34,,
2,33,35,3,21,17,4,18,30,22,1,15,7,23,11,13,26,5,24,29,25,16,28,14,34,31,27,8,19,32,10,6,12,20,9,,
2,15,10,8,14,6,3,35,35,16,19,35,35,35,35,35,35,11,7,35,17,12,35,20,13,35,35,4,21,35,5,9,18,1,35,,
5,13,7,10,35,9,4,35,15,8,12,35,35,35,35,35,11,14,3,35,35,35,35,35,35,35,35,1,35,35,6,35,35,2,35,,
4,29,14,15,11,6,2,33,35,26,18,22,28,31,24,20,21,30,12,7,19,16,8,32,13,17,23,3,25,27,5,9,10,1,34,,
2,6,1,6,11,11,2,25,27,11,11,22,20,35,35,24,23,11,6,35,19,11,35,17,18,35,35,6,35,26,2,6,21,5,35,,
4,16,7,8,17,6,1,33,32,15,10,25,34,35,13,26,27,12,5,18,28,24,22,20,14,23,29,3,21,30,9,11,19,2,Skipped,,
2,9,35,4,8,14,5,35,35,10,1,35,35,35,35,35,13,15,7,35,35,16,35,11,12,35,35,6,35,35,35,35,35,3,35,,
9,18,8,35,17,7,3,35,35,19,35,35,35,35,15,35,10,20,4,35,35,13,16,35,14,12,35,2,35,35,5,11,6,1,35,,
1,10,9,10,10,7,5,35,35,10,7,30,35,35,35,30,35,30,4,35,10,10,35,30,10,30,34,1,35,35,6,4,35,1,30,,
2,35,10,9,13,8,4,35,35,35,35,35,35,35,35,35,35,15,7,35,35,11,35,14,12,35,35,3,35,35,5,6,35,1,35,,
12,17,8,35,3,5,18,35,13,10,35,35,35,35,35,35,35,11,2,35,9,35,35,7,3,35,35,15,35,35,16,1,6,14,35,,
4,2,10,33,16,9,3,32,29,12,17,24,34,34,25,20,21,14,8,19,23,15,13,18,11,28,30,5,22,35,7,6,31,1,34,,
13,Skipped,3,7,Skipped,4,11,Skipped,Skipped,5,9,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,14,Skipped,Skipped,8,Skipped,6,2,Skipped,Skipped,1,Skipped,Skipped,15,10,Skipped,12,Skipped,,
4,21,7,8,13,11,2,25,32,16,17,26,34,30,19,27,22,15,5,18,12,14,31,20,9,33,35,6,29,23,3,10,28,1,24,,
3,35,5,23,26,20,2,32,35,35,25,35,35,35,35,35,35,35,17,35,35,35,35,35,27,35,35,1,23,35,9,16,35,3,35,,
2,Skipped,5,8,13,11,1,Skipped,Skipped,19,14,7,Skipped,Skipped,Skipped,Skipped,12,17,10,Skipped,9,20,22,21,6,Skipped,23,3,15,Skipped,3,18,Skipped,4,Skipped,,
35,35,5,35,35,35,4,35,35,35,35,35,35,35,6,3,35,35,35,35,35,35,35,35,2,35,35,35,35,35,35,1,35,35,35,,
5,17,9,2,19,6,10,18,3,13,8,15,35,35,35,35,35,12,14,35,35,20,21,15,11,35,16,1,35,22,23,7,35,3,35,,
4,Skipped,12,6,14,13,3,Skipped,Skipped,15,10,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,9,7,16,Skipped,9,Skipped,Skipped,8,Skipped,Skipped,5,Skipped,Skipped,2,4,11,1,Skipped,,
3,12,25,6,24,10,1,17,21,7,20,23,32,33,14,26,32,13,8,32,32,11,32,16,15,32,22,2,35,19,9,5,18,4,34,,
9,13,10,9,7,1,3,35,27,8,19,26,23,29,24,16,34,15,8,32,22,5,34,6,20,31,28,2,30,33,2,10,14,1,25,,
2,15,9,6,14,7,3,35,35,13,16,35,21,35,24,26,25,22,8,10,35,17,19,23,11,20,35,4,18,35,7,5,12,1,35,,
2,21,9,7,17,14,3,32,30,19,11,29,34,28,31,25,23,10,5,15,16,13,18,22,12,20,27,6,35,33,4,8,26,1,24,,
35,8,7,35,10,35,1,35,35,10,35,35,9,35,10,12,35,5,11,35,35,35,6,10,35,35,35,2,10,35,3,35,10,4,15,,
13,6,16,4,26,3,7,24,25,8,24,27,28,20,29,17,29,11,12,18,19,9,29,10,21,15,23,5,29,29,2,14,21,1,29,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,,
2,22,8,6,10,11,5,30,28,12,23,25,33,31,18,14,15,13,7,27,24,16,26,20,34,19,21,1,35,28,4,9,17,3,32,,
1,6,4,4,4,4,2,6,6,5,5,6,7,6,5,6,6,5,3,6,6,6,5,5,4,6,6,3,6,6,3,2,6,2,7,,
1,31,6,24,14,7,4,35,18,13,16,19,28,9,22,15,20,12,2,21,33,29,11,27,17,23,34,3,25,32,5,10,26,8,30,,
13,1,35,8,2,7,5,35,35,12,9,35,35,11,35,15,35,35,4,35,35,35,35,35,10,35,14,6,35,35,35,35,35,3,35,,
4,30,10,11,13,6,2,32,33,18,20,22,27,34,26,25,19,9,8,16,24,14,21,28,12,17,31,3,23,29,5,7,15,1,35,,
3,20,10,35,11,8,6,19,35,13,5,25,35,35,21,25,18,12,9,17,35,15,35,14,4,35,35,1,25,35,7,16,25,2,25,,
5,16,12,5,10,6,1,16,35,16,15,17,35,35,16,16,14,11,4,16,13,13,35,16,9,35,35,3,15,16,2,8,15,7,35,,
8,18,16,34,23,14,10,4,34,6,2,34,24,34,21,22,15,13,7,34,3,12,17,5,34,34,34,9,19,34,1,25,20,11,34,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
5,6,11,9,19,8,2,35,20,7,16,35,35,17,35,18,14,15,4,35,35,35,35,35,12,35,35,1,35,35,10,13,35,3,35,,
1,Skipped,8,6,Skipped,16,3,21,5,9,Skipped,20,Skipped,Skipped,14,10,Skipped,12,4,Skipped,13,15,Skipped,11,Skipped,18,19,7,Skipped,Skipped,Skipped,17,Skipped,2,22,,
35,35,35,35,35,2,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,3,35,35,35,35,,
3,5,12,35,35,6,35,35,9,35,15,35,35,35,35,35,35,4,11,14,35,35,35,35,35,35,8,13,35,35,7,1,10,2,35,,
4,21,9,8,13,7,2,33,27,19,15,24,33,31,14,25,20,11,6,29,23,26,22,19,12,30,32,3,19,28,5,7,19,1,34,,
5,35,35,13,35,35,1,35,35,35,35,35,35,35,9,35,35,8,35,35,14,35,12,10,7,35,35,3,11,35,2,6,35,4,35,,
1,6,6,6,13,13,2,35,13,13,13,13,35,35,13,13,13,6,6,27,13,13,27,13,6,13,27,3,13,27,3,6,35,3,35,,
10,13,15,6,12,10,2,31,31,7,20,31,29,30,26,23,15,15,7,20,23,15,20,25,13,27,31,2,19,28,2,5,9,1,31,,
1,15,10,9,20,8,6,Skipped,Skipped,7,8,Skipped,Skipped,Skipped,Skipped,20,Skipped,Skipped,7,10,Skipped,10,Skipped,10,15,20,20,3,20,20,4,5,10,2,Skipped,,
4,23,5,6,12,2,3,25,21,13,9,18,24,19,18,15,10,10,6,18,14,8,19,16,7,19,8,11,16,20,1,6,22,1,17,,
9,30,14,2,27,3,2,5,Skipped,16,17,20,26,12,Skipped,32,21,4,5,31,20,26,25,19,9,24,28,2,Skipped,Skipped,9,22,6,1,33,,
2,35,11,8,35,6,4,15,35,35,35,35,35,35,35,35,35,14,9,35,35,13,35,35,12,35,35,3,35,35,5,10,7,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,,
4,1,10,35,35,8,3,35,35,35,35,35,35,35,35,35,35,35,7,35,35,35,35,35,35,35,35,5,12,35,6,6,35,2,35,,
35,35,35,35,35,35,6,35,35,35,35,35,35,35,35,4,35,35,35,35,35,35,35,1,35,35,35,2,35,35,5,35,35,3,35,,
2,35,10,8,35,5,4,35,35,35,35,35,35,35,35,35,35,35,7,35,35,35,35,35,35,35,35,1,35,35,6,9,35,3,35,,
35,35,35,35,35,35,1,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2,35,35,14,35,35,3,4,35,35,35,,
13,17,9,35,24,4,2,35,35,18,12,35,35,35,22,35,10,19,8,14,35,20,16,35,11,15,21,6,23,35,3,7,5,1,35,,
3,26,2,6,17,19,4,18,23,25,8,14,31,27,28,32,33,7,9,11,12,15,20,30,16,24,22,10,29,13,21,1,34,5,35,,
4,35,35,35,35,35,2,35,35,33,35,19,35,35,35,14,35,35,7,6,35,35,35,35,9,8,35,3,35,35,1,10,35,5,35,,
35,35,35,35,2,35,35,35,35,35,35,35,35,35,35,35,35,35,3,35,35,35,35,35,1,35,35,35,35,35,35,4,35,35,35,,
3,20,9,8,17,5,4,31,34,15,14,23,28,32,29,27,21,19,10,12,26,18,13,22,16,30,24,7,25,33,2,11,6,1,35,,
2,35,10,9,35,8,4,35,35,35,35,35,35,35,35,35,35,35,6,35,35,35,35,35,35,35,35,3,35,35,5,7,35,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
1,35,2,2,4,35,35,35,35,35,35,35,35,35,35,35,35,35,6,35,35,35,35,35,3,35,35,5,35,35,8,35,35,7,35,,
2,8,5,7,7,6,3,10,12,7,10,8,12,12,12,12,9,5,5,12,9,7,12,8,8,12,11,3,12,12,4,4,9,1,12,,
13,12,20,15,12,6,2,35,19,4,9,1,34,35,14,15,35,30,11,33,34,5,33,15,7,31,30,8,33,20,5,8,29,2,35,,
1,26,7,5,15,10,3,33,24,14,17,30,31,32,27,20,8,18,9,13,22,16,28,21,12,29,34,4,35,23,6,11,19,2,25,,
35,35,16,6,35,35,10,35,4,20,5,35,35,7,35,35,35,11,35,35,12,9,35,35,8,35,18,2,35,35,3,35,35,1,35,,
8,Skipped,9,7,Skipped,3,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,Skipped,Skipped,11,Skipped,Skipped,10,Skipped,Skipped,1,6,11,5,Skipped,,
4,16,7,14,22,6,3,35,35,35,35,35,12,35,15,15,18,18,10,35,35,11,35,35,15,35,35,2,20,35,5,9,8,1,35,,
1,20,15,6,22,8,4,35,23,19,14,18,35,35,35,35,35,10,7,12,11,21,35,9,35,35,24,5,35,17,3,13,35,2,35,,
4,1,10,35,16,8,3,35,35,13,17,23,35,35,25,20,20,14,7,19,22,15,13,18,12,35,35,5,12,35,6,6,35,2,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,,
35,10,10,35,35,5,5,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2,35,35,10,35,35,1,35,,
5,29,6,12,14,7,4,28,32,10,13,22,26,34,23,27,21,18,9,17,20,11,16,29,15,19,35,2,24,32,3,8,25,1,33,,
1,35,35,6,35,35,2,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,5,35,3,9,35,35,35,35,35,35,35,,
1,4,35,4,35,7,2,35,35,6,35,35,35,35,35,35,35,35,5,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,,
1,35,8,35,13,10,4,35,35,17,15,35,35,35,35,35,16,35,9,11,35,35,12,35,6,35,35,2,35,35,7,5,14,3,35,,
8,18,2,15,16,7,3,21,35,27,17,26,35,35,13,14,12,22,6,35,25,35,35,19,11,20,35,5,23,35,4,10,9,1,24,,
35,35,35,35,35,35,35,35,1,35,4,35,35,35,34,35,35,35,35,35,17,35,35,7,35,35,35,2,35,35,35,35,35,19,35,,
5,19,14,8,11,9,2,21,35,15,22,26,35,35,24,27,23,12,6,18,25,13,17,30,10,28,35,4,16,20,3,7,29,1,35,,
4,7,10,9,16,8,2,32,28,14,18,24,34,34,25,22,19,13,8,18,23,16,29,17,11,27,30,3,21,34,5,6,15,1,35,,
2,25,9,5,12,7,6,Skipped,35,17,12,19,19,Skipped,35,12,12,19,10,Skipped,19,19,35,25,12,Skipped,35,1,25,35,4,8,17,3,35,,
2,5,4,3,3,2,1,9,9,4,6,7,8,9,5,7,4,4,2,4,7,3,5,6,3,8,8,2,7,9,1,2,4,1,9,,
8,25,11,20,13,6,7,29,32,10,23,26,22,35,22,31,12,26,2,35,16,18,14,15,17,19,34,3,35,33,9,1,4,5,30,,
5,Skipped,11,9,15,7,2,Skipped,22,13,8,Skipped,Skipped,33,15,16,20,23,6,20,35,17,19,14,12,24,26,3,34,21,4,8,18,1,Skipped,,
6,35,11,18,30,4,3,35,35,30,10,31,35,35,35,35,35,32,19,30,35,20,30,35,20,30,35,2,35,35,7,16,15,1,35,,
2,25,25,8,11,5,3,25,25,20,17,15,30,25,35,30,35,6,7,16,18,19,35,13,9,12,30,1,35,35,10,14,30,4,30,,
8,18,10,6,25,7,4,35,35,18,18,35,35,35,25,35,25,18,2,18,25,18,18,35,25,25,35,5,25,35,3,9,11,1,35,,
1,17,14,11,4,10,4,25,28,15,13,29,34,33,25,25,30,16,6,9,30,27,18,25,26,12,35,3,25,32,5,7,25,2,31,,
4,9,10,11,14,8,2,31,29,13,17,25,33,34,27,22,21,15,7,20,24,16,26,19,12,28,30,3,23,32,5,6,18,1,35,,
4,13,8,10,18,6,3,24,20,17,12,16,14,25,17,17,15,18,7,14,20,11,15,17,16,14,25,2,17,20,5,9,8,1,20,,
5,17,10,8,27,6,3,31,34,18,22,30,26,32,13,12,29,20,9,14,24,19,11,16,21,23,25,2,28,33,4,7,15,1,35,,
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,1,35,35,35,35,35,35,35,,
