Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
MUN Ballot Style 2,5768,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5769,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5770,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5771,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5772,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5773,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5774,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5775,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5776,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5778,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5779,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth",skipped,skipped,1,5
MUN Ballot Style 2,5780,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5781,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5782,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5783,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5784,Portland 5-2,"Haefele, Joshua W.","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5785,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5786,Portland 5-2,"Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,1,5
MUN Ballot Style 2,5787,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5788,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5789,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5790,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5791,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5792,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5793,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5795,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",skipped,1,5
MUN Ballot Style 2,5796,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5797,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5798,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,1,5
MUN Ballot Style 2,5799,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5800,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5801,Portland 5-2,"Haefele, Joshua W.","Brydon, Sarah M.","Viola, Lou A.",skipped,skipped,1,5
MUN Ballot Style 2,5803,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5804,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Brydon, Sarah M.",skipped,skipped,1,5
MUN Ballot Style 2,5805,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5806,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5807,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.","Brydon, Sarah M.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,5809,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.","Haefele, Joshua W.","Capone-Newton, Elizabeth","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5810,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.","Brydon, Sarah M.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,5811,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5813,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5814,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5815,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5816,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5817,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5819,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5820,Portland 5-2,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Brydon, Sarah M.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5821,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5822,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5823,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5824,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5825,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5826,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5827,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.",skipped,skipped,1,5
MUN Ballot Style 2,5828,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5829,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5830,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5831,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.",skipped,skipped,1,5
MUN Ballot Style 2,5832,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5833,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.","Capone-Newton, Elizabeth","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5834,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5835,Portland 5-2,"Brydon, Sarah M.","Haefele, Joshua W.","Capone-Newton, Elizabeth",skipped,skipped,1,5
MUN Ballot Style 2,5836,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5837,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5838,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5839,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5840,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5841,Portland 5-2,"Goglin, Barbara E.","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5842,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5843,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5844,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5845,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5846,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5847,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5848,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5849,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.","Brydon, Sarah M.",skipped,skipped,1,5
MUN Ballot Style 2,5850,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5851,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5852,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5853,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5854,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5855,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5856,Portland 5-2,"Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5858,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5859,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5860,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5861,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5862,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5863,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5864,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5865,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5866,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5867,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5868,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5869,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5870,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5871,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5872,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5873,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5874,Portland 5-2,"Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.","Capone-Newton, Elizabeth","Brydon, Sarah M.",1,5
MUN Ballot Style 2,5875,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5876,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5877,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5878,Portland 5-2,"Capone-Newton, Elizabeth","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5879,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5880,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5881,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5882,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5883,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5884,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5885,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5886,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5887,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5888,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5889,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.","Brydon, Sarah M.",skipped,skipped,1,5
MUN Ballot Style 2,5890,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5891,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5892,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5893,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5894,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5895,Portland 5-2,"Brydon, Sarah M.","Haefele, Joshua W.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Viola, Lou A.",1,5
MUN Ballot Style 2,5896,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5897,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.",skipped,1,5
MUN Ballot Style 2,5898,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.","Goglin, Barbara E.",1,5
MUN Ballot Style 2,5899,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5900,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5901,Portland 5-2,"Brydon, Sarah M.","Haefele, Joshua W.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,5902,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5903,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5904,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5905,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5906,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5907,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5908,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.","Brydon, Sarah M.","Capone-Newton, Elizabeth A.",1,5
MUN Ballot Style 2,5909,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5910,Portland 5-2,"Viola, Lou A.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.",skipped,1,5
MUN Ballot Style 2,5911,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5913,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5914,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5915,Portland 5-2,"Viola, Lou A.","Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5916,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5917,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5919,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5920,Portland 5-2,"Brydon, Sarah M.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5921,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5922,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5924,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5925,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5926,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5927,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5928,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5929,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5930,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5931,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5932,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Goglin, Barbara E.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5933,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5934,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5935,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5936,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5937,Portland 5-2,"Capone-Newton, Elizabeth","Goglin, Barbara E.","Brydon, Sarah M.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5938,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5939,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5941,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5942,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5943,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5944,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5945,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5946,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5947,Portland 5-2,"Viola, Lou A.","Haefele, Joshua W.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5948,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5949,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5950,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Goglin, Barbara E.","Viola, Lou A.",1,5
MUN Ballot Style 2,5951,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5952,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5953,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5954,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.","Capone-Newton, Elizabeth","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5955,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5956,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5957,Portland 5-2,"Brydon, Sarah M.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5958,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5959,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5960,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5961,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5962,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5963,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5964,Portland 5-2,"Viola, Lou A.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5965,Portland 5-2,"Goglin, Barbara E.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5966,Portland 5-2,"Goglin, Barbara E.","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5967,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5968,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5969,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5970,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.","Goglin, Barbara E.",skipped,skipped,1,5
MUN Ballot Style 2,5971,Portland 5-2,"Capone-Newton, Elizabeth",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5972,Portland 5-2,"Haefele, Joshua W.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5974,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5975,Portland 5-2,"Capone-Newton, Elizabeth","Brydon, Sarah M.","Goglin, Barbara E.","Haefele, Joshua W.","Viola, Lou A.",1,5
MUN Ballot Style 2,5976,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5977,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5978,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5979,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5981,Portland 5-2,"Haefele, Joshua W.","Viola, Lou A.",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5982,Portland 5-2,"Goglin, Barbara E.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5983,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth","Goglin, Barbara E.","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5985,Portland 5-2,"Goglin, Barbara E.","Brydon, Sarah M.","Capone-Newton, Elizabeth","Viola, Lou A.","Haefele, Joshua W.",1,5
MUN Ballot Style 2,5986,Portland 5-2,"Brydon, Sarah M.",skipped,skipped,skipped,skipped,1,5
MUN Ballot Style 2,5987,Portland 5-2,"Brydon, Sarah M.","Capone-Newton, Elizabeth",skipped,skipped,skipped,1,5
MUN Ballot Style 2,5988,Portland 5-2,"Brydon, Sarah M.","Goglin, Barbara E.",skipped,skipped,skipped,1,5
