rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,numSeats,numCands
13,15,20,12,14,5,8,1,11,17,22,6,16,10,21,18,4,19,7,9,2,3,,
17,20,21,12,17,6,11,1,17,18,5,8,22,17,13,19,7,4,10,2,3,14,,
22,5,22,22,22,22,22,2,22,22,22,22,22,4,22,22,6,22,22,3,1,22,,
22,22,22,22,22,22,1,22,22,22,22,22,21,22,4,22,22,22,5,2,3,22,,
12,15,18,10,19,7,1,6,21,22,17,3,20,11,14,16,8,2,4,14,5,9,,
22,22,22,22,22,7,5,1,7,22,22,2,22,6,22,22,22,3,2,1,2,4,,
15,2,16,12,18,7,4,1,19,21,5,13,9,11,22,14,8,20,6,10,3,17,,
4,22,22,8,22,22,14,5,22,22,3,1,7,22,22,5,22,22,22,6,22,2,,
22,2,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,6,1,4,3,,
17,7,20,12,21,13,2,1,22,18,15,16,11,5,14,10,8,19,9,4,3,6,,
22,4,22,11,14,7,6,1,22,22,8,5,12,13,Skipped,9,22,15,22,10,2,3,,
5,15,8,9,13,11,1,4,16,21,20,14,17,10,7,19,3,22,6,18,2,12,,
22,Skipped,Skipped,22,Skipped,22,22,1,21,22,22,22,22,22,Skipped,22,22,Skipped,10,3,2,22,,
20,13,15,5,12,8,7,1,22,19,16,9,21,17,18,10,6,14,11,3,2,4,,
22,7,22,22,22,22,22,1,22,7,6,22,4,8,22,22,5,22,22,22,2,3,,
18,6,19,22,11,9,5,2,12,16,8,10,14,4,22,17,3,22,13,15,1,7,,
Skipped,6,Skipped,Skipped,Skipped,Skipped,4,2,Skipped,7,Skipped,Skipped,9,10,Skipped,Skipped,5,Skipped,Skipped,1,3,8,,
22,22,22,22,22,22,5,4,22,22,22,22,4,1,22,22,3,22,22,2,2,22,,
1,22,Skipped,1,1,1,1,1,22,Skipped,22,1,22,22,22,22,22,1,1,1,5,1,,
22,2,22,22,22,22,22,22,22,1,4,22,5,22,22,3,22,22,22,22,22,22,,
13,16,14,11,12,6,10,1,17,22,21,4,20,15,18,19,7,9,3,5,8,2,,
Skipped,4,Skipped,Skipped,Skipped,Skipped,7,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,6,2,5,,
22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,2,3,22,,
16,11,18,12,15,8,4,1,17,22,19,10,14,13,21,20,5,6,9,2,7,3,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
8,3,22,10,22,22,22,1,22,20,22,22,9,22,22,7,2,22,6,4,5,16,,
22,22,22,22,22,22,22,2,22,22,1,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
18,6,14,16,19,17,5,1,20,12,8,11,9,4,12,15,3,21,10,13,2,7,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,22,22,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
22,2,22,5,22,6,22,1,22,22,22,22,22,22,22,22,7,22,22,4,3,22,,
22,7,22,22,22,22,22,10,5,22,1,22,22,22,22,22,22,22,22,1,22,3,,
22,1,22,22,22,22,22,1,22,13,2,22,4,1,22,4,5,22,22,7,1,7,,
16,4,17,10,18,5,13,1,22,19,11,8,7,12,19,14,15,21,9,3,2,6,,
11,15,5,6,11,9,8,1,13,22,20,3,15,8,20,21,10,7,3,5,2,10,,
4,3,22,22,22,22,22,2,22,22,22,5,22,6,22,22,22,22,22,1,22,22,,
18,1,22,14,9,22,17,1,10,15,4,8,Skipped,6,16,Skipped,12,22,11,3,13,5,,
15,5,17,17,6,3,12,1,11,22,9,4,13,19,21,14,10,20,7,18,2,8,,
22,5,22,4,22,10,14,1,7,6,22,22,12,22,22,22,3,22,13,22,2,22,,
22,9,22,3,22,5,1,4,22,22,22,6,22,22,22,22,10,2,7,22,22,22,,
22,22,22,22,22,22,22,22,22,22,1,22,22,22,22,22,22,22,22,22,22,22,,
22,22,22,22,22,9,5,8,22,22,22,2,22,22,22,3,7,22,1,6,4,22,,
22,9,22,3,22,6,4,1,22,22,11,8,22,7,22,22,22,10,5,22,2,22,,
11,8,12,9,15,17,10,3,21,14,22,6,19,18,13,16,4,20,7,1,2,5,,
22,22,22,22,22,22,22,2,22,22,22,7,9,22,22,8,3,22,6,10,1,22,,
9,8,22,2,22,22,3,1,22,22,5,22,22,22,22,22,6,22,22,22,7,4,,
22,22,22,22,22,22,22,22,22,22,22,2,22,22,22,22,22,22,1,22,3,22,,
22,4,22,22,22,22,5,1,22,22,22,22,22,22,22,22,22,22,22,22,2,3,,
22,1,22,22,22,22,22,2,22,2,1,22,1,2,22,2,22,22,22,2,22,22,,
14,4,8,17,11,9,3,1,20,13,16,19,18,15,10,7,6,22,12,21,5,2,,
12,20,14,10,9,5,8,1,19,21,18,9,17,16,13,15,3,11,9,4,2,7,,
22,22,22,22,22,22,22,2,22,22,22,22,22,22,22,22,22,22,22,22,1,22,,
20,5,16,9,21,10,12,6,22,13,8,14,19,11,17,18,7,15,2,4,3,1,,
19,10,16,5,12,11,14,1,22,22,6,8,17,3,13,18,9,22,7,15,2,4,,
22,22,22,22,7,8,22,4,22,22,22,6,11,22,10,5,22,1,22,3,9,2,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,1,22,22,22,,
16,3,20,22,18,19,19,1,5,6,6,11,4,1,22,2,10,21,19,22,7,17,,
Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,4,Skipped,5,,
14,4,21,7,19,15,11,2,20,5,6,17,3,12,16,8,13,22,18,9,10,1,,
22,22,22,22,22,22,22,22,22,22,22,2,22,22,22,22,22,22,22,1,22,22,,
9,8,22,22,22,4,6,1,22,22,10,22,11,22,22,22,3,22,7,22,2,5,,
19,1,18,17,21,20,12,3,13,14,10,11,6,2,15,9,8,22,16,5,4,7,,
12,14,19,3,11,5,21,1,16,22,10,6,15,9,13,18,8,7,4,17,2,21,,
22,9,22,6,22,22,3,1,22,22,22,22,8,22,5,22,4,8,22,5,2,2,,
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,
20,6,6,3,5,10,3,1,12,22,22,11,7,18,17,18,19,5,15,12,2,13,,
20,7,22,5,20,14,6,2,20,13,15,5,21,9,12,20,3,16,8,4,1,4,,
