"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","Num Cands","Num Seats"
"26","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","8","2","4","15","9","19","6","1","11","5","13","7","14","12","17","3","18","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","13","14","12","2","10","8","4","16","6","15","5","3","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","16","12","17","11","9","2","10","8","5","15","14","6","3","4","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","18","8","7","2","1","15","6","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","5","3","26","9","14","4","18","19","8","13","20","1","10","12","11","16","2","7","17","6","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","7","22","26","8","20","15","25","14","23","3","19","11","10","16","9","5","13","12","4","18","24","2","17","1","6","nan","nan"
"25","9","10","26","19","24","8","5","4","14","7","18","2","15","11","23","16","17","20","21","22","6","13","1","12","3","nan","nan"
"26","19","18","16","15","3","12","9","22","4","14","11","21","7","2","5","13","8","10","20","17","1","6","skipped","skipped","skipped","nan","nan"
"7","14","11","2","13","18","4","19","16","12","3","6","9","8","10","17","15","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","2","1","6","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","18","26","25","22","14","5","19","17","2","8","7","9","23","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","9","10","14","8","13","17","7","11","21","5","4","18","2","19","16","12","15","20","6","1","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","15","2","24","10","13","11","21","16","8","17","23","7","12","14","19","18","25","22","6","26","9","4","5","1","3","nan","nan"
"26","2","25","1","4","20","13","10","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","7","2","5","4","1","6","3","26","25","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","5","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","25","12","2","23","26","11","13","22","16","21","20","8","17","19","24","14","18","1","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","5","6","1","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","9","12","18","15","6","10","5","22","14","20","4","23","16","19","11","17","8","7","21","2","3","1","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","2","4","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","18","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","4","11","5","10","2","9","1","8","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","7","5","21","2","10","9","16","24","13","8","20","1","22","3","17","15","23","19","18","26","4","25","11","12","6","nan","nan"
"17","15","2","5","16","6","25","24","7","22","8","4","19","18","21","23","26","9","20","1","11","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","12","8","16","13","10","11","4","1","15","7","6","3","9","14","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","10","6","9","1","5","3","4","7","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","9","4","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","18","12","24","14","10","2","9","26","20","4","5","22","6","16","3","8","25","21","13","15","19","23","11","1","17","nan","nan"
"10","13","6","26","7","4","11","8","16","14","15","9","2","17","3","12","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","6","3","26","7","12","22","21","9","4","13","5","15","1","8","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","3","5","8","1","7","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","7","8","6","2","1","10","9","4","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","8","5","26","9","12","17","15","10","6","4","16","14","11","3","1","2","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","10","23","7","19","22","8","17","16","13","9","1","14","21","24","6","12","18","15","11","3","2","4","skipped","skipped","nan","nan"
"26","7","5","2","24","9","3","6","15","20","21","23","25","22","4","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","5","4","1","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","4","6","3","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","7","2","20","8","19","21","24","13","5","14","22","3","11","10","18","25","15","17","16","9","4","12","1","26","6","nan","nan"
"22","12","14","20","15","11","2","25","26","23","9","8","21","13","5","10","6","16","24","7","19","17","3","1","4","skipped","nan","nan"
"17","21","5","11","16","15","2","18","26","19","8","24","22","10","3","4","25","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","4","11","20","3","1","10","5","25","26","24","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","1","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","8","1","26","10","22","3","24","15","13","7","20","11","12","17","16","14","18","25","9","19","21","5","4","2","6","nan","nan"
"26","6","9","4","8","10","3","2","7","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","5","10","13","6","15","1","7","12","16","17","14","9","2","4","11","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","4","2","5","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","3","10","15","6","2","25","11","5","16","13","17","4","9","8","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","26","11","8","5","12","3","4","13","1","9","7","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","21","19","25","10","26","9","12","4","20","5","15","14","6","13","18","8","16","7","17","22","23","11","3","1","2","nan","nan"
"26","9","16","6","13","7","10","3","15","4","2","14","12","5","8","1","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","9","4","2","15","12","10","6","14","8","11","1","5","3","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","9","22","12","7","2","21","26","4","15","17","3","13","8","5","18","19","6","16","23","25","14","1","24","skipped","skipped","nan","nan"
"10","12","4","5","8","16","14","11","1","13","6","15","2","26","7","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","25","12","18","16","19","20","17","26","15","11","22","24","13","14","1","21","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","4","5","3","8","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","9","4","2","7","8","6","3","1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","7","13","26","5","14","10","9","20","11","12","16","2","17","4","18","15","6","3","1","8","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","3","20","12","25","1","18","2","26","11","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","26","8","3","2","5","7","6","4","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","6","8","10","4","11","7","12","5","14","13","1","2","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","5","3","8","6","4","11","1","9","7","2","10","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","20","5","23","10","15","11","19","1","22","7","21","16","8","14","13","9","24","2","4","25","18","3","6","26","12","nan","nan"
"26","1","8","6","4","7","5","2","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","17","5","13","15","8","9","3","6","10","16","26","14","25","4","24","2","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","17","5","11","24","12","9","21","23","18","3","20","16","22","14","6","15","7","10","4","19","26","8","13","1","2","nan","nan"
"13","5","2","20","6","24","17","21","8","7","14","25","23","1","10","12","11","15","22","18","19","16","3","4","9","skipped","nan","nan"
"26","3","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","11","4","23","13","20","19","25","14","6","8","18","10","5","7","17","21","9","12","26","15","22","16","3","2","1","nan","nan"
"21","15","11","13","19","10","17","16","2","18","14","9","5","12","4","20","8","3","6","1","7","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","7","1","5","3","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","4","5","2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","6","11","8","7","3","5","10","2","26","1","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","26","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","26","24","14","6","2","9","23","1","25","5","4","8","11","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","5","1","26","9","22","15","24","25","6","14","12","10","3","8","21","20","11","19","16","13","17","18","4","7","2","nan","nan"
"5","9","14","16","4","7","13","10","2","15","8","17","12","11","18","3","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","11","5","20","10","15","22","14","13","6","12","26","4","8","2","19","24","21","25","17","18","9","16","1","3","7","nan","nan"
"20","9","15","3","5","12","18","17","11","4","10","8","2","16","14","19","6","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","26","5","6","4","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","6","5","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","11","10","12","25","6","24","5","9","3","4","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","10","26","3","13","20","18","15","16","14","21","5","7","6","19","9","4","17","24","2","1","skipped","skipped","skipped","skipped","nan","nan"
"8","16","13","2","12","17","15","3","7","11","10","14","9","5","4","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","10","13","14","4","15","19","8","26","21","9","7","12","20","11","5","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","7","9","12","3","11","2","15","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","20","13","14","21","6","1","24","26","17","2","8","18","15","4","11","10","19","22","5","9","12","7","25","3","16","nan","nan"
"26","8","7","10","4","6","13","3","11","9","16","14","5","1","2","15","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","10","9","11","1","8","3","2","5","7","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","12","4","11","25","26","10","2","14","18","23","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","5","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","11","14","26","18","19","6","21","23","13","7","22","8","3","16","24","5","12","17","9","20","15","4","10","1","2","nan","nan"
"10","8","4","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","26","8","24","7","12","4","3","13","18","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","7","3","26","9","16","8","18","12","19","1","5","6","14","23","17","22","11","2","21","10","13","4","skipped","skipped","skipped","nan","nan"
"9","24","5","22","11","3","14","18","12","4","6","13","19","16","8","10","7","15","17","26","2","1","23","skipped","skipped","skipped","nan","nan"
"26","3","18","4","7","13","1","23","22","24","20","15","25","21","2","19","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","1","6","3","5","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","9","2","13","1","5","6","8","3","10","7","4","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","4","6","8","17","11","2","12","9","10","15","14","7","13","1","16","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","15","26","10","13","14","11","21","16","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","13","10","5","25","9","15","11","1","23","8","21","17","3","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","16","17","24","11","10","20","9","15","13","3","19","8","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","2","21","7","19","17","14","26","4","9","12","1","15","6","10","18","22","24","23","8","13","25","3","11","16","nan","nan"
"14","9","2","11","5","3","7","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","26","8","1","13","11","10","7","4","12","9","3","6","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","5","7","4","26","8","20","9","1","15","6","12","2","11","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","4","3","5","7","1","2","21","10","6","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"22","10","4","8","21","11","5","14","7","18","17","2","16","9","20","23","13","19","24","12","6","26","1","15","3","skipped","nan","nan"
"11","2","26","12","9","5","4","8","15","14","13","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","7","24","1","5","26","3","4","25","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","5","4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","22","7","24","26","20","25","23","12","8","6","21","5","9","16","15","17","13","11","10","14","19","4","2","1","3","nan","nan"
"5","26","8","6","3","9","7","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","3","5","7","4","6","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","12","3","6","11","10","8","2","14","9","13","5","7","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","26","9","5","14","15","8","4","3","2","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","17","9","10","8","18","2","7","11","1","15","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","26","3","4","9","1","10","6","7","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","1","5","8","9","4","6","3","24","7","2","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","2","3","6","4","5","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","13","4","21","16","18","22","26","14","11","10","23","7","3","19","12","20","24","15","8","17","9","6","2","1","5","nan","nan"
"26","3","2","18","5","7","1","8","6","4","20","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","16","20","26","25","7","14","21","15","10","5","23","6","4","18","11","8","9","17","24","13","19","22","2","1","3","nan","nan"
"26","2","3","6","5","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"13","17","4","18","21","6","10","19","22","14","7","9","16","11","23","15","24","1","5","25","3","20","8","12","26","2","nan","nan"
"26","8","3","7","11","23","14","18","2","12","9","20","4","17","1","19","16","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","14","20","1","26","18","24","12","23","19","15","10","16","21","25","22","17","13","5","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","8","5","6","4","10","2","3","11","9","1","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","4","2","3","9","6","7","1","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","10","16","11","20","2","19","22","5","18","13","17","15","9","14","8","3","7","12","4","1","6","skipped","skipped","skipped","skipped","nan","nan"
"20","13","2","22","11","23","15","18","26","10","12","21","3","7","6","8","16","17","24","14","19","9","25","1","4","5","nan","nan"
"18","15","26","21","9","2","16","20","7","10","12","19","22","6","3","14","8","17","11","1","5","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","4","1","11","10","5","22","3","20","25","21","2","24","26","23","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","6","7","4","1","3","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","23","18","26","5","12","8","22","24","19","13","11","21","2","17","3","7","4","25","10","15","20","6","16","1","9","nan","nan"
"13","1","8","6","4","5","9","11","12","10","2","7","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"26","10","5","3","11","9","6","1","7","8","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","19","8","13","2","17","6","9","10","18","7","11","4","12","5","20","15","3","1","16","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","26","6","2","17","8","4","3","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
