"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","rank11","rank12","rank13","rank14","rank15","rank16","rank17","rank18","rank19","rank20","rank21","rank22","rank23","rank24","rank25","rank26","rank27","Num Cands","Num Seats"
"16","14","18","6","7","11","9","12","13","21","1","15","20","4","8","17","2","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","18","23","15","26","12","7","6","24","22","27","4","20","1","14","10","8","19","5","13","11","3","2","17","9","16","skipped","nan","nan"
"27","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","10","27","8","18","1","20","16","4","19","2","13","3","17","7","12","15","9","11","14","5","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","3","4","6","1","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","27","10","9","23","3","26","5","20","15","17","12","18","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","2","27","5","13","14","4","10","1","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","27","4","1","3","26","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","3","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","5","4","6","7","3","1","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","11","13","14","8","15","16","4","9","20","18","12","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","22","27","5","24","11","13","25","15","12","17","19","2","26","14","4","7","8","9","10","3","1","6","skipped","skipped","skipped","skipped","nan","nan"
"12","27","9","13","5","4","7","10","8","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","5","23","25","12","16","26","24","27","7","3","11","4","22","21","1","9","10","18","19","15","2","8","6","14","13","skipped","nan","nan"
"9","27","7","8","3","16","15","10","13","4","6","12","11","14","5","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","3","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","5","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","1","3","6","9","7","4","2","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","15","24","3","13","4","17","22","1","12","5","26","6","7","16","19","2","11","25","20","23","14","10","21","18","9","27","nan","nan"
"27","2","4","1","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","16","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","12","3","5","10","14","24","20","4","15","8","27","11","1","6","2","9","25","7","13","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","1","4","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","25","22","11","15","2","12","13","10","20","8","18","3","7","23","17","6","16","24","19","27","14","9","4","26","1","5","nan","nan"
"1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","1","3","5","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","22","2","3","10","26","4","7","27","12","25","17","13","21","14","24","9","8","16","18","5","20","19","15","1","11","skipped","nan","nan"
"27","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","25","7","10","13","11","14","17","3","12","20","15","16","18","22","6","1","2","4","8","9","21","19","5","26","27","24","nan","nan"
"17","21","27","7","23","6","19","11","5","20","16","24","1","9","18","25","4","14","13","12","22","15","8","3","26","2","10","nan","nan"
"19","17","24","7","26","9","22","20","21","23","11","25","3","5","10","16","12","14","15","13","18","4","1","27","8","skipped","skipped","nan","nan"
"16","11","27","8","13","6","26","14","15","24","10","18","2","3","22","17","12","20","21","7","25","23","9","4","19","1","5","nan","nan"
"10","16","27","5","23","1","21","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","27","11","16","15","9","17","14","7","20","23","25","2","3","19","1","10","22","12","8","18","13","4","24","6","5","skipped","nan","nan"
"4","2","5","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","14","19","1","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","27","10","11","13","8","1","2","12","18","9","16","14","5","15","17","3","4","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","27","13","7","1","4","11","10","12","3","9","15","6","14","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","18","26","10","19","3","21","13","16","9","23","2","7","24","20","5","12","17","11","22","15","8","6","27","1","4","skipped","nan","nan"
"7","21","26","11","18","23","19","8","14","20","15","24","12","5","13","27","25","3","2","17","16","6","1","22","9","10","skipped","nan","nan"
"16","7","23","27","19","22","20","11","17","5","15","1","8","24","26","14","3","4","25","21","9","6","2","10","12","skipped","skipped","nan","nan"
"23","22","20","1","5","4","9","27","10","8","15","19","2","17","6","14","13","11","12","18","16","7","21","3","skipped","skipped","skipped","nan","nan"
"5","27","6","4","9","11","14","17","3","10","7","13","12","15","1","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","15","1","14","2","7","20","10","6","16","11","17","5","3","19","8","13","9","18","12","4","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","23","25","6","14","10","20","27","5","13","16","1","8","21","22","19","17","15","12","26","18","9","3","24","2","4","skipped","nan","nan"
"27","2","4","1","5","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","10","6","9","7","8","1","3","2","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","23","27","13","4","2","3","18","15","21","5","19","20","25","6","16","9","7","14","17","22","8","24","1","11","skipped","skipped","nan","nan"
"17","14","16","8","6","3","5","15","7","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","2","4","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","4","3","2","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","10","23","8","22","4","24","17","14","25","15","27","2","7","19","21","11","20","18","5","16","26","9","3","13","1","6","nan","nan"
"26","10","12","3","8","1","14","4","13","27","2","5","11","9","6","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","4","15","6","12","8","13","9","5","17","2","18","11","14","16","3","10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","4","5","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"19","16","18","4","3","11","21","26","12","10","15","22","2","6","24","17","20","7","27","14","25","23","5","9","8","13","1","nan","nan"
"6","3","19","4","7","10","18","8","9","2","16","1","13","11","17","14","12","15","20","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"24","26","23","1","4","22","16","7","25","5","9","27","6","10","17","3","21","11","2","20","8","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","17","18","2","12","3","22","25","20","23","6","19","14","9","26","11","21","10","15","8","24","27","4","5","16","13","1","nan","nan"
"17","18","27","1","3","21","14","12","16","11","15","19","2","9","4","22","23","5","7","20","8","6","13","10","skipped","skipped","skipped","nan","nan"
"27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","7","2","5","1","11","8","12","10","4","9","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","4","3","6","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","5","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","5","24","11","16","18","21","15","13","26","8","27","6","2","22","20","17","25","23","3","14","19","7","1","9","4","10","nan","nan"
"22","17","27","6","15","4","14","7","1","16","10","18","3","9","23","26","12","20","11","19","13","8","5","21","2","skipped","skipped","nan","nan"
"18","15","27","25","21","10","19","23","20","13","11","14","17","9","8","6","26","22","7","16","12","24","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","1","13","3","9","8","11","7","15","4","12","14","5","10","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","10","4","8","3","7","5","1","2","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"25","23","21","4","11","18","15","26","14","10","2","16","1","3","20","27","7","19","12","13","22","17","5","8","24","6","9","nan","nan"
"27","1","3","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","22","27","6","10","4","17","25","7","18","23","1","11","19","20","12","14","9","15","26","13","5","3","skipped","skipped","skipped","skipped","nan","nan"
"27","3","1","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"23","12","5","4","27","7","8","6","11","10","2","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","20","5","8","2","1","25","18","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","21","24","5","4","12","10","17","26","1","15","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","5","6","2","4","7","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","10","12","4","6","13","7","9","8","14","2","1","3","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","24","25","8","18","7","16","9","15","14","2","5","11","6","27","19","20","13","12","3","1","4","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","6","2","8","1","7","5","3","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","16","25","12","14","6","15","22","5","23","19","24","1","9","11","26","20","27","8","7","13","21","18","3","17","2","4","nan","nan"
"13","19","25","6","14","8","16","22","9","11","20","21","3","7","17","15","26","18","10","5","27","12","1","23","4","2","skipped","nan","nan"
"24","11","10","12","14","6","20","17","23","13","26","22","4","18","7","9","25","19","8","1","16","27","21","2","15","3","5","nan","nan"
"15","6","16","4","5","8","13","12","14","3","26","11","1","10","2","7","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"14","27","10","5","12","6","2","4","13","7","15","11","8","3","1","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","22","13","14","6","16","19","9","8","2","4","11","12","15","10","20","5","1","3","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","11","3","5","13","8","1","7","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","2","27","4","6","3","9","8","10","1","5","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","25","14","6","12","5","20","7","13","19","21","22","3","10","27","16","9","15","23","8","17","24","18","4","26","2","1","nan","nan"
"9","5","25","13","27","12","6","16","1","2","19","18","7","8","14","15","10","3","17","4","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","27","3","14","2","6","13","4","1","10","7","11","9","12","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","11","14","1","2","9","5","6","13","4","27","3","8","12","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","1","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","7","27","4","3","1","2","26","14","18","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","10","21","15","9","5","20","4","1","3","8","16","6","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","3","11","1","5","8","7","2","9","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","14","11","16","23","8","22","25","12","24","18","26","20","19","17","13","21","3","5","1","4","27","10","2","15","6","7","nan","nan"
"10","16","27","7","20","9","19","21","8","22","24","25","2","5","12","26","18","23","15","14","13","11","6","1","17","3","4","nan","nan"
"2","4","9","3","7","1","6","5","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","1","6","3","2","5","4","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","3","1","4","8","7","2","10","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"5","2","3","1","6","4","8","7","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","1","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","22","27","11","18","14","17","25","20","16","10","24","2","3","8","26","15","19","13","9","21","5","6","23","1","7","skipped","nan","nan"
"16","24","20","6","10","8","12","14","7","15","25","22","1","4","17","13","11","9","21","26","3","2","23","5","skipped","skipped","skipped","nan","nan"
"27","11","5","4","12","2","6","9","10","8","7","1","3","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","3","5","7","1","4","10","13","11","9","6","2","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"15","19","13","11","12","17","10","14","8","4","3","9","16","5","7","18","2","1","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"6","24","27","9","11","5","17","13","20","10","25","4","7","23","22","21","19","16","15","1","26","3","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","26","23","1","7","17","8","24","15","2","11","13","4","14","3","25","18","10","20","19","22","16","9","12","27","5","6","nan","nan"
"7","3","18","15","17","10","12","14","1","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","19","24","25","17","23","18","26","22","21","16","20","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"21","23","27","8","22","6","16","14","9","13","10","25","3","5","11","17","20","26","15","18","12","1","4","24","2","7","skipped","nan","nan"
"14","22","12","11","16","17","21","20","19","13","9","24","3","10","25","6","8","5","1","7","18","27","15","2","23","26","4","nan","nan"
"17","26","25","10","18","11","16","14","15","22","3","19","2","4","23","13","21","9","8","12","7","1","27","6","5","skipped","skipped","nan","nan"
"11","3","17","19","20","18","22","15","25","24","10","8","2","27","12","26","23","13","21","6","1","4","5","16","skipped","skipped","skipped","nan","nan"
"15","17","27","7","14","10","16","19","3","1","13","12","11","9","18","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"3","10","19","8","21","2","14","13","17","9","22","1","7","20","18","15","11","4","16","6","5","12","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","3","26","8","10","20","12","22","7","4","15","2","11","25","14","1","6","5","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","10","2","7","11","12","19","15","20","4","9","27","8","14","3","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"18","15","27","4","21","3","19","23","12","20","14","25","5","9","24","26","11","13","10","7","22","17","8","1","16","6","2","nan","nan"
"15","27","8","1","24","26","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"7","27","2","10","3","5","18","11","17","15","20","6","13","9","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"11","7","3","6","9","1","2","4","8","10","5","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"12","8","6","7","10","4","1","9","5","11","3","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","3","8","5","9","25","2","4","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","22","25","9","15","7","20","21","14","16","26","27","4","13","11","24","18","23","12","3","10","17","6","5","19","1","2","nan","nan"
"12","24","27","21","17","4","13","22","19","15","8","23","2","14","26","18","10","9","16","3","25","1","5","skipped","skipped","skipped","skipped","nan","nan"
"8","27","3","10","6","1","5","9","7","4","2","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"16","12","27","7","8","2","20","18","4","17","1","3","15","6","5","10","13","19","9","14","11","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"8","4","27","16","18","19","21","9","20","23","10","26","15","7","22","13","24","25","12","1","5","11","3","2","6","14","17","nan","nan"
"3","24","27","5","4","20","1","21","2","23","22","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","5","6","3","9","7","8","4","2","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"9","2","27","11","4","10","13","3","7","5","6","8","12","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"20","7","22","3","16","18","21","17","25","12","9","26","10","1","19","14","23","6","11","5","24","27","13","4","8","15","2","nan","nan"
"5","24","21","6","7","2","13","22","10","19","9","26","3","12","23","18","17","15","11","14","20","16","4","25","8","1","skipped","nan","nan"
"19","6","18","10","27","7","15","20","11","12","14","4","25","16","2","8","13","5","1","3","9","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"17","13","27","6","16","4","20","21","12","23","10","24","2","11","7","26","22","25","19","8","18","15","9","5","14","1","3","nan","nan"
"21","7","26","27","6","9","25","18","15","24","3","23","1","11","16","19","12","13","14","20","5","4","8","2","10","skipped","skipped","nan","nan"
"19","20","22","7","16","8","17","26","11","15","12","25","1","5","27","13","23","14","9","10","24","18","4","3","6","skipped","skipped","nan","nan"
"3","2","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"2","1","27","6","11","10","3","7","9","4","5","12","8","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"27","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"4","11","3","7","8","5","27","12","1","9","2","10","6","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
