ballotID,precinctPortion,ballot_type,countingGroup,votingLocation,district,districtType,precinct,rank1,rank2,rank3,Num cands,Num seats
00022_02207_000008,PCT 7957,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7957,HILLARY RONEN,skipped,skipped,2,1
00022_02207_000060,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00024_01908_000041,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00026_01731_000034,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00026_01731_000083,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00026_01732_000142,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00026_01732_000020,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00026_01732_000173,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00026_01732_000048,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00026_01732_000045,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00026_01732_000106,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00027_02044_000041,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00027_02045_000045,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00027_02046_000039,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00029_00336_000013,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00029_00336_000007,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00032_00019_000007,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00018_01843_000003,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00018_01844_000083,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00018_01844_000028,PCT 7953,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7953,HILLARY RONEN,skipped,skipped,2,1
00021_01644_000032,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00021_01644_000023,PCT 7921,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7921,HILLARY RONEN,skipped,skipped,2,1
00021_01645_000087,PCT 7949,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7949,HILLARY RONEN,skipped,skipped,2,1
00024_01911_000026,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00026_01733_000009,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00026_01733_000041,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00026_01733_000069,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00026_01733_000059,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00026_01735_000033,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00027_02048_000050,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00029_00337_000017,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00029_00338_000080,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00029_00339_000002,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00029_00339_000024,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00029_00339_000058,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00029_00339_000047,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00032_00020_000040,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00032_00020_000058,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00018_01846_000089,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00018_01846_000059,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00025_00162_000024,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00020_02003_000027,PCT 7931,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7931,HILLARY RONEN,skipped,skipped,2,1
00032_00021_000043,PCT 7923,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7923,HILLARY RONEN,skipped,skipped,2,1
00032_00021_000078,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00018_01848_000013,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00018_01848_000060,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00018_01848_000043,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00029_00341_000061,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00029_00342_000030,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00026_00193_000090,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00026_00193_000104,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00026_00193_000084,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00026_00193_000028,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00026_00193_000060,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00018_01850_000048,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00020_02007_000046,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00022_02208_000049,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00032_00022_000002,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00026_01736_000042,PCT 7947,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7947,HILLARY RONEN,skipped,skipped,2,1
00029_00343_000034,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00029_00343_000001,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00029_00343_000011,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00029_00343_000041,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00029_00343_000045,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00029_00343_000030,PCT 7957,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7957,HILLARY RONEN,skipped,skipped,2,1
00029_00344_000007,PCT 7929,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7929,HILLARY RONEN,skipped,skipped,2,1
00029_00344_000028,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00029_00344_000017,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00029_00344_000041,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00029_00344_000021,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00029_00344_000066,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
00029_00344_000068,PCT 7941,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7941,HILLARY RONEN,skipped,skipped,2,1
00029_00344_000048,PCT 7935,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7935,HILLARY RONEN,skipped,skipped,2,1
00018_01852_000047,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00019_01372_000025,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00019_01372_000027,PCT 7956,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7956,HILLARY RONEN,skipped,skipped,2,1
00021_00220_000015,PCT 7958 MB,Ballot Type 21,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7958 MB,HILLARY RONEN,skipped,skipped,2,1
00021_00220_000014,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00021_00220_000045,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00020_02008_000031,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00020_02009_000094,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00020_02009_000059,PCT 7946,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7946,HILLARY RONEN,skipped,skipped,2,1
00020_02009_000062,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000059,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000004,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000008,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000058,PCT 7916,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7916,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000040,PCT 7943,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7943,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000066,PCT 7914,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7914,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000070,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000044,PCT 7939,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7939,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000051,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000024,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000028,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00021_01646_000029,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00022_02209_000066,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00022_02209_000050,PCT 7959,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7959,HILLARY RONEN,skipped,skipped,2,1
00022_02210_000004,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00026_01737_000080,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00026_01737_000102,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00027_02049_000044,PCT 7944,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7944,HILLARY RONEN,skipped,skipped,2,1
00027_02049_000085,PCT 7944,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7944,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000035,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000020,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000017,PCT 7928,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7928,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000015,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000037,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000069,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000042,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000073,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000071,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000044,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00027_02050_000075,PCT 7904,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7904,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000035,PCT 7909,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7909,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000031,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000014,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000051,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000037,PCT 7936,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7936,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000018,PCT 7915,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7915,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000022,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000039,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000033,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000027,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000029,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00027_02051_000016,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00027_02052_000003,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00027_02052_000002,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00031_00159_000112,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00031_00159_000097,PCT 7927,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7927,HILLARY RONEN,skipped,skipped,2,1
00031_00159_000043,PCT 7934,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7934,HILLARY RONEN,skipped,skipped,2,1
00031_00159_000101,PCT 7958 MB,Ballot Type 21,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7958 MB,HILLARY RONEN,skipped,skipped,2,1
00031_00159_000033,PCT 7913,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7913,HILLARY RONEN,skipped,skipped,2,1
00031_00159_000050,PCT 7942,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7942,HILLARY RONEN,skipped,skipped,2,1
00029_00345_000051,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00029_00345_000063,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00029_00345_000029,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00029_00345_000013,PCT 7911,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7911,HILLARY RONEN,skipped,skipped,2,1
00029_00346_000013,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00029_00346_000085,PCT 7906,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7906,HILLARY RONEN,skipped,skipped,2,1
00029_00346_000078,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00029_00346_000008,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00029_00346_000073,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00029_00346_000029,PCT 7944,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7944,HILLARY RONEN,skipped,skipped,2,1
00029_00346_000004,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00029_00347_000079,PCT 7917,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7917,HILLARY RONEN,skipped,skipped,2,1
00029_00347_000086,PCT 7959,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7959,HILLARY RONEN,skipped,skipped,2,1
00018_01853_000014,PCT 7945,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7945,HILLARY RONEN,skipped,skipped,2,1
00018_01854_000077,PCT 7937,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7937,HILLARY RONEN,skipped,skipped,2,1
00018_01854_000038,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00018_01854_000068,PCT 7918,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7918,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000059,PCT 7922,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7922,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000040,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000013,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000046,PCT 7907,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7907,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000023,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000061,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000050,PCT 7925,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7925,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000036,PCT 7938,Ballot Type 19,Vote by Mail,City Hall,S BERNAL HTS,Neighborhood,PCT 7938,HILLARY RONEN,skipped,skipped,2,1
00018_01855_000029,PCT 7955,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7955,HILLARY RONEN,skipped,skipped,2,1
00018_01856_000039,PCT 7924,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7924,HILLARY RONEN,skipped,skipped,2,1
00018_01856_000061,PCT 7901,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7901,HILLARY RONEN,skipped,skipped,2,1
00019_01373_000049,PCT 7926,Ballot Type 19,Vote by Mail,City Hall,N BERNAL HTS,Neighborhood,PCT 7926,HILLARY RONEN,skipped,skipped,2,1
00020_02010_000023,PCT 7905,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7905,HILLARY RONEN,skipped,skipped,2,1
00020_02010_000092,PCT 7948,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7948,HILLARY RONEN,skipped,skipped,2,1
00025_00163_000036,PCT 7919,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7919,HILLARY RONEN,skipped,skipped,2,1
00020_02011_000076,PCT 7912,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7912,HILLARY RONEN,skipped,skipped,2,1
00020_02012_000059,PCT 7909,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7909,HILLARY RONEN,skipped,skipped,2,1
00020_02012_000037,PCT 7957,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7957,HILLARY RONEN,skipped,skipped,2,1
00020_02012_000069,PCT 7951,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7951,HILLARY RONEN,skipped,skipped,2,1
00022_02211_000045,PCT 7952,Ballot Type 19,Vote by Mail,City Hall,PORTOLA,Neighborhood,PCT 7952,HILLARY RONEN,skipped,skipped,2,1
00022_02211_000058,PCT 7908,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7908,HILLARY RONEN,skipped,skipped,2,1
00022_02212_000105,PCT 7902,Ballot Type 19,Vote by Mail,City Hall,MISSION,Neighborhood,PCT 7902,HILLARY RONEN,skipped,skipped,2,1
