rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,rank30,rank31,rank32,rank33,rank34,numSeats,numCands
3,34,3,34,34,1,34,34,34,34,2,3,34,34,34,34,34,34,34,1,34,34,2,34,34,34,34,34,34,34,34,34,34,34,,
5,34,34,34,34,1,34,34,34,34,34,2,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,34,34,4,34,34,,
2,15,3,22,Skipped,1,24,Skipped,19,Skipped,8,14,5,16,10,Skipped,7,18,21,4,Skipped,13,12,Skipped,Skipped,Skipped,11,20,17,9,23,Skipped,Skipped,6,,
3,17,5,20,21,1,Skipped,18,8,Skipped,10,6,15,Skipped,16,Skipped,11,Skipped,9,2,Skipped,13,4,Skipped,Skipped,Skipped,19,Skipped,7,Skipped,Skipped,12,Skipped,14,,
7,10,3,12,34,1,34,11,9,34,34,4,34,34,8,34,6,34,34,2,34,34,5,34,34,34,34,34,34,34,34,34,34,34,,
4,4,4,34,9,2,34,9,9,34,3,4,34,34,34,34,34,34,12,1,34,34,8,34,34,34,34,34,34,34,34,34,34,34,,
5,8,4,34,34,2,34,15,34,7,9,34,6,34,34,34,11,34,12,1,34,34,3,34,34,34,16,34,10,34,34,14,34,13,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
5,10,11,Skipped,15,1,Skipped,16,20,Skipped,7,4,8,Skipped,15,20,12,Skipped,Skipped,2,Skipped,20,3,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,9,Skipped,6,,
3,13,4,15,14,1,Skipped,Skipped,12,Skipped,8,5,Skipped,Skipped,10,Skipped,7,Skipped,11,2,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,,
7,10,7,34,34,1,34,16,34,34,5,8,12,34,11,34,13,34,34,2,34,15,6,34,34,34,34,34,9,34,34,34,34,34,,
7,34,34,14,15,1,34,34,34,34,5,6,9,34,34,34,10,34,8,2,34,11,3,4,34,13,34,34,34,34,34,12,34,34,,
7,19,6,24,14,2,25,22,13,34,1,5,12,20,15,34,15,21,17,4,34,8,3,Skipped,34,Skipped,18,16,9,23,Skipped,10,34,11,,
5,30,15,20,34,2,34,10,24,34,4,6,15,34,34,34,7,34,34,1,34,34,3,34,34,34,34,34,7,34,34,8,34,20,,
10,16,15,29,24,1,18,13,33,12,7,20,3,21,6,17,14,22,11,2,31,8,5,27,32,25,26,19,23,30,28,4,34,9,,
6,34,3,34,11,1,34,34,34,34,5,7,34,34,4,34,34,34,8,3,34,34,2,34,34,34,9,34,34,34,34,34,34,34,,
4,12,13,34,34,1,34,20,17,34,5,11,34,34,19,34,7,34,9,2,15,18,3,34,34,34,16,34,8,34,14,6,34,10,,
9,14,10,15,20,1,Skipped,19,11,26,2,5,24,Skipped,12,21,8,16,7,3,Skipped,17,4,25,Skipped,Skipped,Skipped,Skipped,13,Skipped,18,6,23,22,,
4,34,34,34,34,1,34,34,7,34,6,5,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,3,34,34,,
3,34,4,34,34,1,34,11,34,34,7,9,34,34,34,34,34,34,6,2,34,34,34,34,34,34,10,34,8,34,34,5,34,34,,
2,3,4,34,34,1,3,34,34,34,2,2,34,3,34,3,34,3,1,1,34,2,1,34,34,34,34,34,3,34,34,3,34,2,,
4,6,5,34,34,1,19,11,9,34,12,3,15,34,34,34,34,34,34,2,34,8,14,18,34,34,7,13,17,34,34,16,34,10,,
34,34,34,34,34,3,34,34,34,1,34,5,2,34,34,34,34,34,34,7,34,34,6,34,34,34,34,34,34,34,34,4,34,34,,
5,34,4,34,34,1,34,34,34,34,6,7,6,34,34,34,34,34,5,3,34,34,2,34,34,34,34,34,34,34,34,34,34,34,,
5,32,7,20,16,4,10,25,9,24,21,22,32,26,3,24,11,18,1,6,32,17,14,8,34,19,2,12,15,32,32,23,27,13,,
1,5,6,34,7,2,34,34,8,34,34,4,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
1,8,1,Skipped,Skipped,1,17,17,17,24,7,5,13,17,Skipped,13,17,Skipped,17,1,Skipped,12,5,15,Skipped,Skipped,17,15,8,24,24,8,Skipped,8,,
5,34,1,34,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,2,34,34,34,34,34,34,4,34,34,34,34,34,,
6,8,8,34,34,2,12,34,9,34,34,34,34,34,34,34,10,34,13,1,34,34,4,34,34,14,34,3,34,34,34,11,34,7,,
24,30,8,34,34,1,32,34,34,34,6,9,34,34,34,34,34,29,9,10,34,5,2,23,34,34,34,34,33,34,34,34,34,18,,
2,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,3,34,34,4,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
4,Skipped,5,14,Skipped,1,Skipped,Skipped,Skipped,Skipped,2,7,Skipped,Skipped,Skipped,Skipped,Skipped,13,15,3,Skipped,12,6,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,11,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
6,9,5,34,17,1,13,34,11,34,4,2,11,34,15,14,12,34,18,2,34,8,7,34,34,34,34,34,34,34,34,10,16,34,,
8,15,9,13,32,1,30,19,22,34,5,6,20,31,24,29,12,14,23,2,25,11,3,16,33,28,21,18,7,27,17,4,26,10,,
4,10,5,Skipped,Skipped,1,Skipped,Skipped,20,Skipped,6,6,8,Skipped,Skipped,Skipped,17,15,4,1,Skipped,9,3,24,Skipped,Skipped,16,20,8,Skipped,Skipped,12,34,10,,
9,10,4,34,34,1,34,34,34,34,4,2,34,34,34,34,34,34,34,3,34,5,6,11,34,34,34,34,8,34,34,34,34,7,,
3,34,34,34,34,1,34,34,34,34,4,5,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
9,21,7,34,34,1,34,34,34,17,5,4,20,34,34,10,22,14,10,2,15,8,3,18,34,34,34,34,10,34,15,6,34,10,,
3,34,34,34,34,1,7,34,34,34,6,34,34,34,5,34,34,34,34,2,34,34,4,34,34,34,34,34,34,34,34,34,34,8,,
5,5,6,Skipped,Skipped,2,13,12,6,12,Skipped,Skipped,8,14,10,9,Skipped,Skipped,11,1,33,7,3,Skipped,Skipped,Skipped,Skipped,Skipped,7,Skipped,Skipped,4,34,Skipped,,
4,9,6,34,12,1,34,11,14,34,7,5,17,34,16,34,13,34,15,2,18,34,3,34,34,10,34,34,34,34,34,34,19,8,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
4,34,8,34,34,3,34,34,34,34,2,7,34,34,34,34,34,34,34,1,34,34,6,34,34,34,34,34,34,34,34,5,34,34,,
6,34,34,34,34,1,34,34,34,34,4,5,34,34,34,34,34,34,34,2,34,34,3,34,34,34,34,34,34,34,34,34,34,34,,
4,7,4,10,19,1,20,12,34,19,2,3,8,21,15,15,16,34,14,1,17,5,4,13,22,Skipped,6,9,11,18,20,17,21,6,,
6,34,4,34,34,1,34,34,34,34,5,4,34,34,34,34,34,34,34,2,34,3,7,34,34,34,34,34,34,34,34,34,34,34,,
3,10,11,34,34,1,34,34,34,34,6,4,34,21,15,34,34,34,34,5,34,34,2,34,34,34,34,34,9,20,34,34,34,12,,
1,34,3,3,34,2,34,34,34,34,34,34,34,34,34,34,7,34,34,34,34,34,10,34,34,34,34,34,34,34,34,34,34,8,,
34,2,34,34,34,1,34,34,34,34,3,34,34,34,34,34,34,34,34,4,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
6,7,3,34,34,1,34,34,33,Skipped,34,4,5,34,34,34,33,34,8,2,Skipped,34,9,34,Skipped,34,15,34,34,34,34,34,Skipped,10,,
34,5,34,34,34,3,34,34,34,34,34,34,34,34,34,34,1,34,34,2,34,34,4,34,34,34,34,34,34,34,34,6,34,34,,
4,34,3,34,34,1,34,34,34,34,5,34,34,34,7,34,34,34,34,6,34,6,2,34,34,34,34,34,34,34,34,34,34,34,,
9,32,4,13,11,1,27,6,20,18,2,14,24,23,23,17,21,15,17,3,26,16,7,31,29,5,22,19,10,30,34,8,23,12,,
4,10,3,16,15,2,29,8,14,32,6,7,9,26,5,24,11,25,22,1,30,21,27,12,34,33,20,18,17,23,28,19,31,13,,
3,34,2,34,34,1,34,34,34,34,34,5,34,34,34,34,6,34,9,4,34,34,7,34,34,34,8,34,34,34,34,10,34,34,,
9,4,5,18,16,2,17,19,34,34,13,8,34,34,6,20,7,34,34,13,10,11,1,34,34,15,34,9,34,34,21,3,14,12,,
34,2,7,5,34,1,34,12,34,34,10,11,34,34,34,34,34,34,34,3,34,34,4,34,34,34,34,34,34,34,34,34,15,34,,
7,23,4,17,32,1,Skipped,30,30,Skipped,4,3,19,Skipped,16,Skipped,20,17,11,2,32,12,3,23,34,30,20,24,14,Skipped,Skipped,10,33,11,,
28,1,22,33,Skipped,32,Skipped,19,34,Skipped,27,30,24,16,Skipped,15,25,13,20,31,Skipped,21,29,17,Skipped,Skipped,Skipped,Skipped,23,Skipped,14,26,Skipped,18,,
6,9,4,34,34,1,34,34,34,34,3,2,34,34,34,34,7,34,12,5,34,34,8,34,34,34,34,34,34,34,34,10,13,11,,
7,17,5,15,20,1,28,13,24,27,3,6,10,26,11,18,16,25,14,2,29,8,4,23,32,31,21,33,19,22,30,9,34,12,,
34,34,34,34,34,1,34,34,34,34,5,34,34,34,34,34,34,34,6,2,34,3,4,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,,
34,12,5,34,34,2,34,34,34,34,4,7,34,34,34,34,9,34,8,1,34,34,3,34,34,34,6,34,11,34,34,10,34,34,,
6,34,34,34,34,2,5,34,34,34,7,34,4,34,34,34,34,34,3,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
4,34,32,34,34,1,34,34,34,34,34,2,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,1,34,34,34,34,2,3,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
2,34,5,34,34,1,34,34,34,34,6,34,34,34,34,34,34,34,34,3,34,34,4,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,3,34,34,34,34,34,34,4,34,34,34,34,34,2,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
8,19,10,11,21,1,32,13,23,34,4,5,34,34,34,22,12,17,18,3,28,7,2,34,34,27,25,33,6,34,14,9,34,15,,
34,10,4,34,34,1,34,34,34,34,8,6,34,34,34,34,34,34,2,9,34,34,3,34,34,34,34,34,7,34,34,5,34,34,,
5,29,6,12,24,1,25,23,18,17,3,7,21,22,14,26,8,28,11,2,Skipped,16,4,19,34,31,30,13,10,20,27,9,33,15,,
34,34,34,4,34,1,34,34,34,34,34,3,34,34,34,34,34,34,34,2,34,34,5,34,34,34,34,34,34,34,34,34,34,34,,
5,34,4,9,27,1,18,30,33,26,12,3,23,31,10,20,22,16,7,2,25,6,8,17,21,24,32,28,11,14,19,13,29,15,,
11,1,12,33,Skipped,16,15,Skipped,34,Skipped,2,10,20,5,Skipped,2,21,Skipped,17,19,Skipped,18,16,7,Skipped,Skipped,Skipped,Skipped,13,Skipped,6,14,Skipped,Skipped,,
34,34,34,34,34,1,34,34,34,34,2,34,34,34,34,34,34,34,34,4,34,34,3,34,34,34,34,34,34,34,34,34,34,34,,
5,15,7,10,17,2,Skipped,16,12,Skipped,1,3,14,Skipped,9,Skipped,13,Skipped,22,6,Skipped,11,4,19,22,Skipped,20,Skipped,8,Skipped,Skipped,18,Skipped,21,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
4,12,5,34,16,1,20,34,19,34,7,3,15,34,18,34,8,34,34,2,34,14,6,34,34,34,17,11,10,34,34,13,34,9,,
5,15,4,21,Skipped,1,Skipped,Skipped,7,Skipped,10,2,18,Skipped,Skipped,17,13,16,12,3,20,14,9,19,Skipped,Skipped,22,Skipped,11,Skipped,Skipped,6,Skipped,8,,
7,31,8,19,33,1,30,15,23,21,3,11,14,20,25,22,13,18,10,2,32,16,4,6,34,29,17,27,5,28,26,12,24,9,,
10,34,8,16,34,4,34,13,12,9,6,2,11,34,34,34,34,17,5,3,34,15,1,34,34,34,34,34,34,34,34,7,34,14,,
7,3,5,14,20,1,12,22,24,27,9,4,31,28,34,10,30,23,26,2,34,17,6,18,25,19,21,15,13,32,16,11,30,8,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
34,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,2,34,34,2,34,34,34,34,34,3,34,34,34,34,34,,
9,14,6,22,30,1,21,23,31,34,13,4,12,28,11,20,26,18,24,2,33,10,3,16,Skipped,Skipped,15,27,5,19,17,7,29,8,,
4,34,4,34,6,1,34,6,6,34,2,5,34,34,4,34,4,34,5,2,34,6,3,34,34,34,7,34,5,34,34,34,34,34,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,,
6,21,5,18,8,1,20,22,7,30,3,10,14,17,11,33,15,23,24,4,26,27,2,19,28,34,16,12,25,32,29,9,31,13,,
6,34,4,14,34,1,34,10,34,34,9,5,34,34,34,34,12,34,34,8,34,34,8,34,34,34,34,34,34,34,34,13,34,34,,
4,34,34,34,34,1,34,34,34,34,34,2,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
3,2,34,18,18,1,34,18,18,20,34,34,7,34,34,18,34,18,18,4,34,5,18,6,18,8,18,20,34,34,34,34,34,18,,
3,4,34,34,7,2,34,8,5,34,9,34,34,34,34,34,34,34,6,1,34,34,34,34,34,34,34,34,9,34,34,34,34,34,,
3,34,10,34,7,1,34,34,8,34,34,4,34,34,34,34,6,34,34,2,34,34,5,34,34,34,34,34,34,34,34,34,34,34,,
3,6,3,6,8,1,7,6,5,6,3,4,5,7,6,5,6,Skipped,5,2,34,3,2,6,34,34,6,6,4,7,7,4,7,5,,
3,34,34,34,34,1,34,34,34,34,34,4,34,34,34,34,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
2,8,3,Skipped,Skipped,1,Skipped,16,14,Skipped,10,5,20,Skipped,17,Skipped,12,Skipped,4,7,Skipped,15,6,Skipped,Skipped,Skipped,Skipped,Skipped,9,19,Skipped,11,18,13,,
5,26,6,17,23,1,24,20,14,19,3,7,18,22,10,27,8,29,12,2,Skipped,16,4,25,32,31,30,13,11,21,28,9,33,15,,
34,34,34,31,34,34,34,34,2,34,34,34,34,34,34,34,32,34,34,1,34,34,34,34,34,34,34,33,34,34,34,34,34,34,,
5,12,6,Skipped,Skipped,1,Skipped,Skipped,13,Skipped,10,2,Skipped,Skipped,Skipped,33,7,Skipped,Skipped,4,34,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,11,Skipped,8,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,,
32,32,32,16,6,1,32,5,9,32,4,32,12,32,32,32,13,15,32,2,32,11,7,32,34,3,8,32,14,32,32,17,33,10,,
3,3,2,34,34,1,34,34,34,6,34,2,9,34,34,34,34,34,7,34,34,2,34,34,34,34,34,34,34,34,34,2,34,5,,
9,10,3,34,34,1,34,34,34,34,34,7,34,34,34,34,8,34,34,2,34,3,4,34,34,34,34,34,34,34,34,34,34,5,,
12,34,34,34,34,4,34,34,34,34,3,34,10,34,9,34,11,34,5,6,34,34,1,34,34,34,34,34,2,34,34,8,34,7,,
3,7,3,Skipped,Skipped,2,8,Skipped,Skipped,Skipped,5,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,4,Skipped,Skipped,Skipped,6,Skipped,Skipped,Skipped,Skipped,Skipped,9,Skipped,Skipped,10,Skipped,Skipped,,
3,18,4,9,19,1,31,14,13,29,5,11,20,32,26,22,7,21,17,2,23,12,6,24,34,33,16,30,10,28,25,8,27,15,,
13,Skipped,2,Skipped,Skipped,1,Skipped,18,18,Skipped,7,3,13,Skipped,Skipped,Skipped,13,7,12,4,Skipped,7,5,Skipped,Skipped,Skipped,13,13,7,Skipped,Skipped,6,Skipped,7,,
1,30,6,18,26,9,31,11,8,32,29,3,21,28,10,12,19,17,4,2,34,7,5,24,25,14,15,27,13,22,33,23,20,16,,
2,34,5,17,13,6,7,13,8,18,34,34,34,34,34,18,34,13,4,1,34,13,3,34,17,10,13,18,34,34,34,9,34,13,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
20,19,8,13,4,2,26,12,5,34,21,14,27,19,34,17,6,18,14,2,30,13,16,34,15,20,20,16,22,34,34,31,23,4,,
4,Skipped,2,7,11,1,21,13,5,Skipped,17,16,Skipped,Skipped,18,15,20,Skipped,10,3,Skipped,12,14,Skipped,Skipped,19,Skipped,Skipped,8,Skipped,Skipped,9,Skipped,6,,
8,9,6,34,34,1,34,34,34,34,4,5,10,34,34,34,34,34,11,2,13,7,3,34,34,34,34,34,34,34,34,14,34,12,,
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,34,34,,
3,7,4,11,26,2,14,10,6,32,19,17,31,13,30,23,18,21,15,1,27,20,12,5,34,28,29,24,9,25,22,8,33,16,,
5,6,4,34,34,1,34,34,34,34,3,3,34,34,34,34,6,34,34,2,34,34,3,34,34,34,34,6,5,34,34,5,34,34,,
10,34,3,16,34,2,23,20,34,34,5,1,15,18,34,13,26,9,12,4,34,6,7,14,22,19,21,17,8,24,25,11,34,13,,
6,4,5,Skipped,Skipped,1,9,Skipped,7,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,2,Skipped,Skipped,8,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,10,Skipped,Skipped,,
34,34,34,34,34,1,14,34,34,34,34,34,34,34,34,34,5,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
4,34,3,34,34,1,34,10,13,34,5,5,6,34,11,34,8,34,34,2,34,7,5,34,34,34,9,34,6,34,34,34,34,12,,
1,34,34,34,34,1,34,34,34,34,1,1,34,34,34,34,34,34,1,1,34,34,1,34,34,34,34,34,1,34,34,1,34,1,,
4,34,6,34,34,34,6,34,34,34,6,5,34,34,3,34,4,3,34,1,2,2,5,34,34,34,34,34,34,7,34,5,34,34,,
34,34,34,34,34,2,34,34,34,34,1,34,34,34,34,34,34,34,34,3,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
6,7,6,34,34,1,34,34,34,34,2,5,9,34,34,34,34,34,8,4,34,34,3,34,34,9,34,34,10,34,34,11,34,12,,
34,6,5,34,34,2,34,34,34,34,4,3,34,34,34,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,1,,
8,11,10,34,14,1,25,18,13,21,6,3,7,34,22,29,34,34,4,2,16,19,5,17,23,24,28,20,12,26,34,9,27,15,,
3,6,7,Skipped,Skipped,1,Skipped,Skipped,4,Skipped,11,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,9,5,Skipped,Skipped,10,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,34,8,,
1,34,34,34,34,34,34,34,34,34,34,34,4,34,3,34,34,34,2,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
2,34,34,34,34,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,,
7,34,2,34,34,1,34,34,34,34,34,4,34,34,34,34,3,34,34,5,34,34,6,34,34,34,34,34,34,34,34,34,34,34,,
7,11,2,15,5,1,25,8,6,32,17,10,9,34,24,31,14,22,18,4,13,21,3,29,33,20,16,12,27,26,28,19,23,30,,
14,21,11,25,24,1,23,12,13,30,15,2,18,32,34,20,9,31,6,3,17,8,4,7,33,29,19,10,28,27,16,22,26,5,,
9,30,8,13,29,2,24,23,20,28,3,5,31,26,27,22,18,27,19,4,31,10,1,25,34,29,29,27,19,29,26,6,33,16,,
8,30,12,17,7,3,30,24,23,31,9,2,28,20,6,14,20,22,10,5,29,15,1,27,21,4,32,13,26,34,25,19,20,11,,
5,34,9,34,34,2,34,34,6,34,1,34,34,34,34,34,8,34,34,3,34,10,7,34,34,34,34,34,34,34,34,4,34,34,,
8,6,2,18,Skipped,3,Skipped,14,21,Skipped,10,1,Skipped,Skipped,Skipped,11,16,34,Skipped,4,34,20,7,Skipped,Skipped,5,19,Skipped,13,Skipped,Skipped,9,17,12,,
5,31,3,31,7,1,31,32,2,31,31,12,13,31,6,31,31,31,31,4,31,8,9,31,31,34,10,31,31,33,31,31,31,31,,
3,6,13,17,7,5,34,9,2,22,16,15,34,23,4,14,8,34,10,1,20,34,18,34,32,34,33,21,12,34,34,11,31,19,,
4,13,3,17,10,1,Skipped,Skipped,9,Skipped,7,6,Skipped,Skipped,9,Skipped,8,13,Skipped,2,16,14,5,Skipped,Skipped,Skipped,Skipped,Skipped,12,Skipped,Skipped,11,15,17,,
3,34,7,34,34,1,34,34,34,34,3,3,34,34,34,34,34,6,5,10,34,34,2,34,34,34,34,34,18,34,8,8,34,34,,
6,10,5,34,34,2,34,34,8,34,1,7,34,34,34,34,34,34,9,3,34,34,4,34,34,34,34,34,34,34,34,34,34,34,,
