rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19,rank20,rank21,rank22,rank23,rank24,rank25,rank26,rank27,rank28,rank29,numSeats,numCands
13,17,3,1,12,25,3,29,22,28,22,18,10,16,14,23,11,22,22,27,22,20,26,19,21,15,2,22,24,,
29,29,1,12,29,29,25,29,29,29,28,29,29,29,29,29,29,29,29,29,29,29,29,29,24,29,29,29,29,,
29,1,5,6,28,3,29,29,29,29,5,20,8,29,29,29,9,29,29,29,29,5,10,2,29,29,26,29,29,,
12,4,3,6,1,6,3,8,7,9,3,1,3,5,1,2,1,12,4,11,12,5,7,1,12,2,6,4,12,,
29,29,29,29,29,29,29,29,29,29,2,29,5,29,29,29,29,29,1,29,29,29,4,29,3,29,29,29,29,,
8,19,26,5,3,27,9,1,29,21,6,13,14,4,18,15,12,24,28,11,23,20,2,16,25,7,10,17,22,,
23,20,5,21,2,20,4,29,29,29,9,1,3,22,7,13,8,22,12,23,29,22,17,6,23,11,29,10,29,,
29,8,6,13,7,17,9,29,18,29,3,4,8,12,2,12,5,29,10,19,29,11,15,1,16,29,14,29,29,,
29,29,7,29,4,29,5,29,29,29,4,3,8,9,6,29,1,29,29,29,29,29,29,2,29,29,29,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
27,9,7,16,5,18,11,24,22,29,10,3,6,19,4,15,2,26,13,17,25,23,8,1,21,14,12,20,28,,
29,29,8,29,4,29,7,29,29,29,6,3,29,29,5,29,2,29,29,29,29,29,29,1,29,29,29,29,29,,
29,14,8,17,2,15,6,27,25,28,9,4,11,13,7,3,5,22,12,24,26,19,20,1,23,10,21,18,26,,
25,9,7,29,6,26,4,28,20,27,8,1,10,11,1,12,5,13,14,25,18,29,15,3,18,14,15,16,24,,
Skipped,14,8,23,10,18,6,19,Skipped,Skipped,11,1,7,17,5,16,3,21,13,24,Skipped,15,12,2,22,4,20,9,Skipped,,
Skipped,Skipped,Skipped,Skipped,3,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,2,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,,
Skipped,9,1,9,2,Skipped,3,20,Skipped,Skipped,10,1,10,Skipped,15,10,1,Skipped,10,Skipped,Skipped,Skipped,15,10,15,Skipped,3,10,Skipped,,
18,19,4,25,1,14,11,23,29,16,9,7,10,17,3,12,6,26,8,24,28,15,13,5,27,20,2,21,22,,
Skipped,4,2,29,1,26,2,29,Skipped,29,3,1,2,7,3,3,2,29,9,Skipped,Skipped,10,8,2,11,8,10,8,20,,
Skipped,10,9,29,1,Skipped,10,Skipped,18,Skipped,7,1,10,20,5,10,3,29,17,29,Skipped,15,15,3,28,11,15,Skipped,Skipped,,
29,29,1,29,2,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
25,14,8,23,3,13,15,22,29,28,6,4,16,12,5,11,2,7,10,20,27,21,9,1,24,18,17,19,26,,
23,15,10,21,7,5,16,25,24,Skipped,6,1,11,12,3,2,8,22,20,19,Skipped,18,9,4,26,13,17,14,27,,
9,4,7,11,3,12,10,14,Skipped,25,6,3,5,Skipped,5,8,3,Skipped,7,14,Skipped,15,10,1,10,8,9,Skipped,20,,
17,15,9,17,2,17,8,17,17,17,6,1,7,10,3,12,4,17,17,16,17,14,17,5,17,17,11,13,17,,
29,29,7,29,3,29,6,29,29,29,8,1,10,29,5,11,4,29,29,29,29,29,29,2,29,29,9,29,29,,
29,21,9,29,3,29,6,29,29,29,24,2,20,23,8,22,5,29,25,29,29,29,28,1,27,26,29,29,29,,
29,29,29,29,3,1,1,29,29,29,29,5,29,5,29,29,1,6,29,1,6,4,9,29,29,29,29,29,8,,
29,7,20,29,10,29,5,29,29,29,3,1,7,29,5,5,10,29,15,29,29,25,29,2,29,12,29,20,29,,
18,10,5,17,11,12,16,19,16,20,8,2,9,14,3,10,4,17,15,17,20,16,13,1,16,6,7,6,16,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
29,12,25,24,3,22,9,28,23,22,5,1,12,29,16,2,29,24,29,16,13,29,6,13,26,10,4,23,12,,
19,16,7,17,3,22,10,23,27,24,4,5,12,18,6,29,1,15,13,28,26,14,8,2,21,11,9,20,25,,
29,6,7,21,4,25,6,Skipped,17,29,8,3,10,15,5,11,2,29,12,19,25,16,18,1,20,9,13,14,29,,
Skipped,Skipped,12,Skipped,3,Skipped,5,Skipped,Skipped,Skipped,3,13,9,10,8,Skipped,1,Skipped,Skipped,Skipped,Skipped,Skipped,Skipped,6,11,Skipped,Skipped,Skipped,Skipped,,
18,11,8,29,3,8,5,29,29,29,5,8,6,16,4,14,1,14,10,29,20,29,15,2,29,29,12,14,17,,
Skipped,9,7,16,2,12,4,Skipped,Skipped,Skipped,13,8,3,Skipped,5,Skipped,6,Skipped,14,Skipped,Skipped,10,15,1,Skipped,Skipped,11,Skipped,Skipped,,
29,6,8,29,2,9,7,29,29,29,8,3,9,29,6,4,5,29,29,29,29,20,29,1,29,29,29,29,29,,
13,17,1,6,3,2,23,11,20,7,25,9,15,14,28,19,26,21,29,18,8,10,4,27,24,22,12,16,5,,
Skipped,12,8,Skipped,3,14,13,Skipped,17,Skipped,9,1,11,21,4,10,5,Skipped,15,23,Skipped,19,18,2,22,6,16,7,20,,
27,11,6,23,2,17,8,25,22,28,9,4,10,14,5,12,3,21,15,20,29,19,16,1,24,7,18,13,26,,
16,20,17,29,7,26,12,20,25,25,5,4,12,18,4,26,2,28,12,27,29,27,16,3,29,13,16,25,29,,
25,10,7,20,1,23,12,26,19,28,9,3,8,15,5,6,4,29,16,24,27,17,22,2,21,14,11,13,18,,
Skipped,Skipped,8,Skipped,10,Skipped,9,Skipped,Skipped,Skipped,7,1,5,Skipped,2,Skipped,4,Skipped,14,Skipped,Skipped,Skipped,Skipped,3,16,9,11,Skipped,Skipped,,
29,7,5,29,1,29,13,29,29,29,6,2,29,10,8,29,4,15,14,29,29,16,29,3,17,11,12,9,29,,
20,10,9,18,6,Skipped,5,Skipped,17,29,5,3,7,15,4,25,1,13,12,Skipped,28,20,10,2,28,11,8,14,29,,
29,11,8,29,1,15,7,29,29,29,5,4,6,29,9,14,3,29,12,29,29,29,29,2,29,10,13,29,29,,
29,3,9,13,7,29,2,29,29,29,10,4,12,29,1,8,6,29,29,29,29,29,29,5,29,11,29,29,29,,
16,16,8,16,8,16,1,29,Skipped,Skipped,8,1,3,3,8,16,3,Skipped,8,8,Skipped,Skipped,28,3,Skipped,8,3,8,16,,
29,29,7,29,4,29,6,29,29,29,2,3,9,8,5,29,2,29,12,29,29,14,13,1,10,29,11,29,29,,
29,6,7,29,1,29,4,29,29,29,5,3,6,29,3,10,2,29,29,29,29,29,29,2,29,29,29,29,29,,
29,29,1,14,29,29,27,29,29,29,2,29,29,29,29,29,29,29,29,29,29,29,29,29,28,29,22,29,29,,
26,28,28,16,4,28,8,28,28,28,9,3,28,5,3,27,1,29,28,28,28,11,28,1,28,28,28,15,28,,
17,16,6,15,4,12,7,10,17,11,2,3,8,8,5,17,2,9,8,13,17,9,8,1,9,8,8,17,14,,
20,9,3,5,1,7,15,24,19,25,17,16,8,13,4,14,7,26,12,18,27,6,10,2,23,16,11,22,21,,
29,9,9,29,2,15,10,29,18,29,7,3,8,19,5,14,4,29,14,16,29,17,14,1,29,6,11,29,29,,
20,2,2,Skipped,4,14,2,Skipped,18,Skipped,10,5,3,11,3,7,8,Skipped,13,Skipped,Skipped,13,6,2,21,Skipped,13,4,15,,
29,29,7,29,8,29,4,29,29,29,5,3,29,29,6,29,2,29,29,29,29,29,29,1,29,29,29,29,29,,
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,,
20,6,16,12,9,5,4,22,21,Skipped,6,8,14,29,2,7,3,17,13,Skipped,Skipped,11,19,1,18,Skipped,10,15,Skipped,,
21,9,9,12,3,?,10,25,19,29,6,5,12,11,2,10,4,26,9,17,?,15,9,1,20,16,11,18,?,,
